Shipment_Leg_ID,Leg_Type,Transport_Mode,Origin,Destination,Dispatch_Date,Arrival_Date,Transportation_Cost
SL025818,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-03,2022-09-05,25604.54
SL025819,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-03,2022-09-05,18584.26
SL025820,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-03,2022-09-06,25599.17
SL025821,Final-Mile,Courier,HUB-BOM,ST038,2022-09-03,2022-09-04,2210.16
SL025822,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-03,2022-09-05,38193.6
SL025823,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-03,2022-09-04,25592.64
SL025824,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-03,2022-09-06,38259.07
SL025825,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-03,2022-09-05,38326.85
SL025826,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-03,2022-09-05,25572.48
SL025827,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-03,2022-09-06,38341.44
SL025828,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-03,2022-09-05,38314.18
SL025829,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-03,2022-09-04,38226.24
SL025830,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-03,2022-09-05,18426.24
SL025831,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-03,2022-09-04,18402.24
SL025832,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-03,2022-09-04,38169.22
SL025833,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-03,2022-09-04,18548.93
SL025834,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-03,2022-09-04,18578.88
SL025835,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-03,2022-09-06,25616.45
SL025836,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-03,2022-09-04,18443.52
SL025837,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-03,2022-09-05,38569.73
SL025838,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-03,2022-09-06,25729.34
SL025839,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-03,2022-09-04,38683.58
SL025840,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-03,2022-09-05,18691.97
SL025841,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-03,2022-09-06,25578.43
SL025842,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-03,2022-09-06,18759.36
SL025843,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-03,2022-09-05,18529.92
SL025844,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-03,2022-09-06,25590.53
SL025845,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-03,2022-09-04,25574.59
SL025846,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-03,2022-09-05,25583.42
SL025847,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-03,2022-09-04,25593.7
SL025848,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-03,2022-09-06,25627.97
SL025849,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-03,2022-09-06,18624.96
SL025850,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-03,2022-09-04,25615.3
SL025851,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-03,2022-09-06,38740.61
SL025852,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-03,2022-09-05,25655.04
SL025853,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-03,2022-09-05,25662.14
SL025854,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-03,2022-09-05,25571.52
SL025855,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-03,2022-09-04,18651.84
SL025856,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-03,2022-09-06,39171.84
SL025857,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-03,2022-09-04,18735.36
SL025858,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-03,2022-09-06,25605.5
SL025859,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-03,2022-09-06,25667.52
SL025860,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-03,2022-09-05,18413.38
SL025861,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-03,2022-09-06,38608.51
SL025862,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-03,2022-09-04,38436.48
SL025863,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-03,2022-09-06,18535.1
SL025864,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-03,2022-09-05,25678.27
SL025865,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-03,2022-09-05,18439.1
SL025866,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-03,2022-09-05,38248.7
SL025867,Final-Mile,Courier,HUB-BOM,ST043,2022-09-03,2022-09-04,2030.0
SL025868,Final-Mile,Courier,HUB-BOM,ST027,2022-09-03,2022-09-04,1932.24
SL025869,Final-Mile,Courier,HUB-BOM,ST038,2022-09-03,2022-09-04,1603.16
SL025870,Final-Mile,Courier,HUB-BOM,ST023,2022-09-03,2022-09-04,1193.56
SL025871,Final-Mile,Courier,HUB-BOM,ST034,2022-09-03,2022-09-04,2914.24
SL025872,Final-Mile,Courier,HUB-BOM,ST030,2022-09-03,2022-09-04,1006.72
SL025873,Final-Mile,Courier,HUB-BOM,ST037,2022-09-03,2022-09-04,2188.32
SL025874,Final-Mile,Courier,HUB-BOM,ST028,2022-09-03,2022-09-04,1147.72
SL025875,Final-Mile,Courier,HUB-BOM,ST036,2022-09-03,2022-09-04,1816.68
SL025876,Final-Mile,Courier,HUB-BOM,ST026,2022-09-03,2022-09-04,1109.8
SL025877,Final-Mile,Courier,HUB-DEL,ST017,2022-09-03,2022-09-04,2048.76
SL025878,Final-Mile,Courier,HUB-DEL,ST001,2022-09-03,2022-09-04,931.64
SL025879,Final-Mile,Courier,HUB-DEL,ST006,2022-09-03,2022-09-04,1722.72
SL025880,Final-Mile,Courier,HUB-DEL,ST011,2022-09-03,2022-09-04,1533.04
SL025881,Final-Mile,Courier,HUB-DEL,ST011,2022-09-03,2022-09-04,1379.92
SL025882,Final-Mile,Courier,HUB-DEL,ST011,2022-09-03,2022-09-04,868.48
SL025883,Final-Mile,Courier,HUB-DEL,ST007,2022-09-03,2022-09-04,1308.0
SL025884,Final-Mile,Courier,HUB-DEL,ST011,2022-09-03,2022-09-04,1827.88
SL025885,Final-Mile,Courier,HUB-BLR,ST058,2022-09-03,2022-09-04,1827.84
SL025886,Final-Mile,Courier,HUB-BLR,ST057,2022-09-03,2022-09-04,1586.08
SL025887,Final-Mile,Courier,HUB-BLR,ST059,2022-09-03,2022-09-04,2043.12
SL025888,Final-Mile,Courier,HUB-BLR,ST054,2022-09-03,2022-09-04,1420.92
SL025889,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-05,25612.42
SL025890,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-06,25588.03
SL025891,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-06,18714.24
SL025892,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-06,18557.57
SL025893,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-05,25595.14
SL025894,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-07,38616.96
SL025895,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-05,25734.53
SL025896,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-06,25600.61
SL025897,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-05,38609.28
SL025898,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-06,25693.63
SL025899,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-06,38489.47
SL025900,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-05,25593.02
SL025901,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-06,25584.19
SL025902,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-05,25611.84
SL025903,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-06,25597.44
SL025904,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-07,25583.04
SL025905,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-05,18732.1
SL025906,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-07,25603.78
SL025907,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-06,18528.0
SL025908,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-06,25584.96
SL025909,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-07,18478.08
SL025910,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-05,18682.56
SL025911,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-07,18915.84
SL025912,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-04,2022-09-07,18426.05
SL025913,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-04,2022-09-07,38195.71
SL025914,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-05,38837.38
SL025915,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-07,38640.96
SL025916,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-05,25576.51
SL025917,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-06,38302.85
SL025918,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-05,25722.62
SL025919,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-07,25649.09
SL025920,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-07,25647.36
SL025921,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-06,38730.24
SL025922,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-05,25649.09
SL025923,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-05,25604.54
SL025924,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-05,25596.86
SL025925,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-06,18442.94
SL025926,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-06,25593.79
SL025927,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-07,25637.76
SL025928,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-07,38808.96
SL025929,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-06,38751.36
SL025930,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-06,25639.68
SL025931,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-07,38930.3
SL025932,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-04,2022-09-06,18417.6
SL025933,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-04,2022-09-07,38194.08
SL025934,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-04,2022-09-07,38220.48
SL025935,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-06,25647.36
SL025936,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-07,25595.04
SL025937,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-04,2022-09-05,18426.82
SL025938,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-04,2022-09-05,18541.44
SL025939,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-04,2022-09-06,38195.71
SL025940,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-07,25598.02
SL025941,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-05,25584.96
SL025942,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-06,38379.65
SL025943,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-07,25600.32
SL025944,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-06,25718.98
SL025945,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-05,25668.29
SL025946,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-05,38453.76
SL025947,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-06,38583.36
SL025948,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-06,25641.79
SL025949,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-07,38571.26
SL025950,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-07,25750.46
SL025951,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-07,19253.57
SL025952,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-07,18480.38
SL025953,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-04,2022-09-06,18424.51
SL025954,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-04,2022-09-07,38167.3
SL025955,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-04,2022-09-06,18381.12
SL025956,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-04,2022-09-06,38190.24
SL025957,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-04,2022-09-06,38201.47
SL025958,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-04,2022-09-05,38195.04
SL025959,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-06,38185.34
SL025960,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-05,25571.52
SL025961,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-06,25594.18
SL025962,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-06,25630.27
SL025963,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-05,25593.02
SL025964,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-07,38396.54
SL025965,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-06,25616.83
SL025966,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-06,25644.48
SL025967,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-07,25606.08
SL025968,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-04,2022-09-07,25613.57
SL025969,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-07,25637.95
SL025970,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-07,18677.38
SL025971,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-05,25608.38
SL025972,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-04,2022-09-05,38182.46
SL025973,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-04,2022-09-05,38198.02
SL025974,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-04,2022-09-07,18409.54
SL025975,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-07,18538.56
SL025976,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-07,25650.62
SL025977,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-04,2022-09-06,25610.88
SL025978,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-06,18714.24
SL025979,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-04,2022-09-07,18650.3
SL025980,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-04,2022-09-06,38479.68
SL025981,Final-Mile,Courier,HUB-BOM,ST027,2022-09-04,2022-09-05,1177.44
SL025982,Final-Mile,Courier,HUB-BOM,ST029,2022-09-04,2022-09-05,1375.32
SL025983,Final-Mile,Courier,HUB-BOM,ST033,2022-09-04,2022-09-05,1284.36
SL025984,Final-Mile,Courier,HUB-BOM,ST030,2022-09-04,2022-09-05,1118.16
SL025985,Final-Mile,Courier,HUB-BOM,ST036,2022-09-04,2022-09-05,1599.84
SL025986,Final-Mile,Courier,HUB-BOM,ST036,2022-09-04,2022-09-05,1895.12
SL025987,Final-Mile,Courier,HUB-BOM,ST041,2022-09-04,2022-09-05,2305.96
SL025988,Final-Mile,Courier,HUB-BOM,ST043,2022-09-04,2022-09-05,1837.04
SL025989,Final-Mile,Courier,HUB-BOM,ST038,2022-09-04,2022-09-05,1589.64
SL025990,Final-Mile,Courier,HUB-BOM,ST032,2022-09-04,2022-09-05,1485.56
SL025991,Final-Mile,Courier,HUB-BOM,ST033,2022-09-04,2022-09-05,1668.56
SL025992,Final-Mile,Courier,HUB-BOM,ST023,2022-09-04,2022-09-05,975.84
SL025993,Final-Mile,Courier,HUB-DEL,ST001,2022-09-04,2022-09-05,1376.32
SL025994,Final-Mile,Courier,HUB-DEL,ST007,2022-09-04,2022-09-05,1324.88
SL025995,Final-Mile,Courier,HUB-DEL,ST002,2022-09-04,2022-09-05,1065.12
SL025996,Final-Mile,Courier,HUB-DEL,ST020,2022-09-04,2022-09-05,2138.44
SL025997,Final-Mile,Courier,HUB-DEL,ST016,2022-09-04,2022-09-05,2133.76
SL025998,Final-Mile,Courier,HUB-DEL,ST001,2022-09-04,2022-09-05,1446.96
SL025999,Final-Mile,Courier,HUB-DEL,ST019,2022-09-04,2022-09-05,1685.64
SL026000,Final-Mile,Courier,HUB-DEL,ST015,2022-09-04,2022-09-05,2135.84
SL026001,Final-Mile,Courier,HUB-DEL,ST013,2022-09-04,2022-09-05,1986.6
SL026002,Final-Mile,Courier,HUB-DEL,ST014,2022-09-04,2022-09-05,1209.16
SL026003,Final-Mile,Courier,HUB-DEL,ST004,2022-09-04,2022-09-05,906.72
SL026004,Final-Mile,Courier,HUB-DEL,ST015,2022-09-04,2022-09-05,1234.56
SL026005,Final-Mile,Courier,HUB-DEL,ST018,2022-09-04,2022-09-05,1193.04
SL026006,Final-Mile,Courier,HUB-DEL,ST017,2022-09-04,2022-09-05,1435.76
SL026007,Final-Mile,Courier,HUB-BLR,ST058,2022-09-04,2022-09-05,2170.92
SL026008,Final-Mile,Courier,HUB-BLR,ST049,2022-09-04,2022-09-05,1436.76
SL026009,Final-Mile,Courier,HUB-BLR,ST055,2022-09-04,2022-09-05,2142.56
SL026010,Final-Mile,Courier,HUB-BLR,ST050,2022-09-04,2022-09-05,1575.08
SL026011,Final-Mile,Courier,HUB-BLR,ST059,2022-09-04,2022-09-05,1462.52
SL026012,Final-Mile,Courier,HUB-BLR,ST053,2022-09-04,2022-09-05,1296.04
SL026013,Final-Mile,Courier,HUB-BLR,ST056,2022-09-04,2022-09-05,1976.92
SL026014,Final-Mile,Courier,HUB-BLR,ST055,2022-09-04,2022-09-05,2376.64
SL026015,Final-Mile,Courier,HUB-BLR,ST045,2022-09-04,2022-09-05,1453.28
SL026016,Final-Mile,Courier,HUB-BLR,ST056,2022-09-04,2022-09-05,1893.36
SL026017,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-05,2022-09-08,25604.93
SL026018,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-08,25593.12
SL026019,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-08,25586.88
SL026020,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-05,2022-09-07,18394.56
SL026021,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-05,2022-09-06,38185.34
SL026022,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-05,2022-09-06,18456.77
SL026023,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-05,2022-09-07,38192.64
SL026024,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-06,25586.11
SL026025,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-05,2022-09-07,18552.1
SL026026,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-05,2022-09-06,18489.02
SL026027,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-06,25581.89
SL026028,Final-Mile,Courier,HUB-BLR,ST056,2022-09-05,2022-09-06,1648.8
SL026029,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-06,38434.94
SL026030,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-05,2022-09-08,18442.94
SL026031,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-05,2022-09-07,18452.16
SL026032,Final-Mile,Courier,HUB-BLR,ST054,2022-09-05,2022-09-06,1393.6
SL026033,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-05,2022-09-08,25608.77
SL026034,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-06,38280.38
SL026035,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-05,2022-09-06,25574.98
SL026036,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-05,2022-09-08,25634.88
SL026037,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-05,2022-09-06,25609.54
SL026038,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-07,25583.04
SL026039,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-07,25580.16
SL026040,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-07,25586.11
SL026041,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-07,38806.27
SL026042,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-08,38561.28
SL026043,Final-Mile,Courier,HUB-BOM,ST042,2022-09-05,2022-09-06,2074.04
SL026044,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-07,38681.47
SL026045,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-05,2022-09-07,38183.81
SL026046,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-05,2022-09-07,18689.66
SL026047,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-05,2022-09-06,18575.04
SL026048,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-06,25600.32
SL026049,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-05,2022-09-07,18695.23
SL026050,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-08,25616.06
SL026051,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-05,2022-09-07,18406.08
SL026052,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-06,38440.9
SL026053,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-05,2022-09-08,25609.54
SL026054,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-05,2022-09-06,18409.92
SL026055,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-05,2022-09-08,18421.44
SL026056,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-05,2022-09-07,25601.09
SL026057,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-08,38611.2
SL026058,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-06,38514.82
SL026059,Final-Mile,Courier,HUB-BLR,ST047,2022-09-05,2022-09-06,1176.2
SL026060,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-06,38379.65
SL026061,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-05,2022-09-08,38171.52
SL026062,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-07,25577.28
SL026063,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-08,25581.7
SL026064,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-05,2022-09-08,18419.9
SL026065,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-07,25613.76
SL026066,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-05,2022-09-06,19081.73
SL026067,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-06,25626.82
SL026068,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-05,2022-09-08,25581.5
SL026069,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-08,38427.26
SL026070,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-07,38345.47
SL026071,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-05,2022-09-06,25586.5
SL026072,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-06,25588.8
SL026073,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-05,2022-09-08,18427.2
SL026074,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-07,25593.79
SL026075,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-05,2022-09-07,25584.58
SL026076,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-08,25576.51
SL026077,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-05,2022-09-06,18489.02
SL026078,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2022-09-05,2022-09-08,25569.6
SL026079,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-05,2022-09-07,18468.29
SL026080,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2022-09-05,2022-09-07,18593.47
SL026081,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-05,2022-09-08,38185.73
SL026082,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2022-09-05,2022-09-06,18480.96
SL026083,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-05,2022-09-06,25636.03
SL026084,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-07,38664.0
SL026085,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-08,38419.58
SL026086,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2022-09-05,2022-09-07,25601.09
SL026087,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-08,38353.54
SL026088,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2022-09-05,2022-09-08,38361.6
SL026089,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2022-09-05,2022-09-06,38193.7
SL026090,Final-Mile,Courier,HUB-BOM,ST040,2022-09-05,2022-09-06,1735.32
SL026091,Final-Mile,Courier,HUB-BOM,ST034,2022-09-05,2022-09-06,1077.96
