Shipment_Leg_ID,Order_Line_ID,Quantity_Shipped
SL014096,OL13816,12
SL014097,OL13781,9
SL014097,OL13782,6
SL014097,OL13783,7
SL014097,OL13784,10
SL014097,OL13785,3
SL014098,OL13868,3
SL014098,OL13869,2
SL014098,OL13870,5
SL014098,OL13871,3
SL014098,OL13872,2
SL014099,OL13786,6
SL014099,OL13787,6
SL014100,OL13750,4
SL014100,OL13751,2
SL014100,OL13752,4
SL014100,OL13753,6
SL014101,OL13873,5
SL014101,OL13874,5
SL014101,OL13875,3
SL014102,OL13683,5
SL014102,OL13684,7
SL014102,OL13685,8
SL014102,OL13686,7
SL014103,OL14019,14
SL014103,OL14020,3
SL014103,OL14021,6
SL014104,OL13939,11
SL014105,OL13678,5
SL014105,OL13679,10
SL014105,OL13680,6
SL014105,OL13681,6
SL014106,OL13793,4
SL014107,OL13777,8
SL014107,OL13778,6
SL014107,OL13779,4
SL014107,OL13780,4
SL014108,OL13691,8
SL014108,OL13692,2
SL014109,OL13845,10
SL014109,OL13846,6
SL014110,OL13739,2
SL014110,OL13740,3
SL014111,OL13971,2
SL014111,OL13972,6
SL014112,OL13723,7
SL014112,OL13724,14
SL014112,OL13725,5
SL014112,OL13726,5
SL014113,OL13706,5
SL014113,OL13707,5
SL014114,OL13690,4
SL014115,OL13741,6
SL014115,OL13742,4
SL014115,OL13743,7
SL014115,OL13744,5
SL014116,OL13770,5
SL014116,OL13771,6
SL014117,OL13700,9
SL014117,OL13701,4
SL014117,OL13702,5
SL014117,OL13703,12
SL014118,OL13734,2
SL014118,OL13735,4
SL014119,OL13688,3
SL014119,OL13689,3
SL014120,OL13908,4
SL014120,OL13909,3
SL014120,OL13910,4
SL014120,OL13911,5
SL014121,OL13886,5
SL014121,OL13887,7
SL014121,OL13888,2
SL014121,OL13889,3
SL014122,OL13920,5
SL014122,OL13921,6
SL014122,OL13922,14
SL014122,OL13923,2
SL014122,OL13924,6
SL014123,OL13758,14
SL014123,OL13759,7
SL014123,OL13760,8
SL014123,OL13761,12
SL014124,OL13749,8
SL014125,OL13727,3
SL014125,OL13728,4
SL014125,OL13729,3
SL014125,OL13730,2
SL014125,OL13731,2
SL014126,OL14049,4
SL014126,OL14050,4
SL014126,OL14051,4
SL014127,OL13675,2
SL014127,OL13676,9
SL014127,OL13677,2
SL014128,OL14156,6
SL014129,OL14160,8
SL014130,OL14161,6
SL014131,OL14162,17
SL014132,OL14166,3
SL014133,OL14167,2
SL014134,OL14169,9
SL014135,OL14170,6
SL014136,OL14171,4
SL014137,OL14172,3
SL014138,OL14173,12
SL014139,OL14174,12
SL014140,OL14177,6
SL014141,OL14178,7
SL014142,OL14181,5
SL014143,OL14182,2
SL014144,OL14183,16
SL014145,OL14184,2
SL014146,OL14185,3
SL014147,OL14186,4
SL014148,OL14188,3
SL014149,OL14189,5
SL014150,OL14190,3
SL014151,OL14191,2
SL014152,OL14192,7
SL014153,OL14194,15
SL014154,OL14196,13
SL014155,OL14197,11
SL014156,OL14198,16
SL014157,OL14200,8
SL014158,OL14201,9
SL014159,OL14202,6
SL014160,OL14203,6
SL014161,OL14204,4
SL014162,OL14206,11
SL014163,OL14207,6
SL014164,OL14208,11
SL014165,OL14210,2
SL014166,OL14212,7
SL014167,OL14213,10
SL014168,OL14214,9
SL014169,OL14215,6
SL014170,OL14216,5
SL014171,OL14218,6
SL014172,OL14221,10
SL014173,OL14222,8
SL014174,OL14223,2
SL014175,OL14224,7
SL014176,OL14225,7
SL014177,OL14226,3
SL014178,OL14228,8
SL014179,OL14231,7
SL014180,OL14232,4
SL014181,OL14234,2
SL014182,OL14235,2
SL014183,OL14236,2
SL014184,OL14237,2
SL014185,OL14238,6
SL014186,OL14241,1
SL014187,OL14244,5
SL014188,OL14245,5
SL014189,OL14246,2
SL014190,OL14247,3
SL014191,OL14248,7
SL014192,OL14249,3
SL014193,OL14252,8
SL014194,OL14253,4
SL014195,OL14254,7
SL014196,OL14255,13
SL014197,OL14256,5
SL014198,OL14258,1
SL014199,OL14259,5
SL014200,OL14261,4
SL014201,OL14264,12
SL014202,OL14265,9
SL014203,OL14267,7
SL014204,OL14268,4
SL014205,OL14269,3
SL014206,OL14270,4
SL014207,OL14271,6
SL014208,OL14272,5
SL014209,OL14273,6
SL014210,OL14274,2
SL014211,OL14277,7
SL014212,OL14278,1
SL014213,OL14280,2
SL014214,OL14281,3
SL014215,OL14282,7
SL014216,OL14283,15
SL014217,OL14284,5
SL014218,OL14287,6
SL014219,OL14289,10
SL014220,OL14290,17
SL014221,OL14293,17
SL014222,OL14295,3
SL014223,OL14296,2
SL014224,OL14297,5
SL014225,OL14298,5
SL014226,OL14299,4
SL014227,OL14301,4
SL014228,OL14302,5
SL014229,OL14303,9
SL014230,OL14086,5
SL014230,OL14087,8
SL014231,OL13852,7
SL014231,OL13853,6
SL014231,OL13854,9
SL014232,OL13988,5
SL014232,OL13989,11
SL014232,OL13990,7
SL014232,OL13991,7
SL014233,OL13912,3
SL014233,OL13913,4
SL014233,OL13914,5
SL014234,OL14008,7
SL014234,OL14009,7
SL014234,OL14010,17
SL014234,OL14011,9
SL014235,OL14052,10
SL014235,OL14053,11
SL014235,OL14054,6
SL014236,OL13931,2
SL014236,OL13932,5
SL014236,OL13933,6
SL014237,OL14065,10
SL014238,OL13810,13
SL014239,OL14004,15
SL014240,OL13929,3
SL014240,OL13930,5
SL014241,OL14091,6
SL014241,OL14092,12
SL014242,OL13834,6
SL014242,OL13835,2
SL014242,OL13836,5
SL014242,OL13837,7
SL014243,OL14040,5
SL014243,OL14041,7
SL014243,OL14042,7
SL014243,OL14043,7
SL014243,OL14044,8
SL014244,OL13842,12
SL014244,OL13843,9
SL014244,OL13844,11
SL014245,OL14018,3
SL014246,OL14078,5
SL014246,OL14079,3
SL014247,OL13826,7
SL014247,OL13827,7
SL014247,OL13828,6
SL014248,OL13893,15
SL014248,OL13894,4
SL014249,OL14034,2
SL014249,OL14035,5
SL014249,OL14036,4
SL014249,OL14037,7
SL014249,OL14038,18
SL014250,OL13860,6
SL014250,OL13861,6
SL014250,OL13862,3
SL014250,OL13863,4
SL014250,OL13864,7
SL014251,OL13992,6
SL014251,OL13993,3
SL014252,OL13982,3
SL014253,OL13817,4
SL014253,OL13818,17
SL014253,OL13819,8
SL014253,OL13820,13
SL014254,OL14039,3
SL014255,OL14150,11
SL014255,OL14151,6
SL014256,OL13941,15
SL014256,OL13942,6
SL014256,OL13943,4
SL014256,OL13944,8
SL014256,OL13945,5
SL014257,OL13881,8
SL014257,OL13882,15
SL014257,OL13883,12
SL014257,OL13884,6
SL014257,OL13885,12
SL014258,OL13876,6
SL014258,OL13877,7
SL014258,OL13878,1
SL014258,OL13879,1
SL014258,OL13880,6
SL014259,OL13840,6
SL014259,OL13841,3
SL014260,OL13983,3
SL014260,OL13984,5
SL014260,OL13985,7
SL014260,OL13986,1
SL014260,OL13987,3
SL014261,OL13829,15
SL014261,OL13830,14
SL014261,OL13831,8
SL014261,OL13832,6
SL014262,OL14001,2
SL014262,OL14002,2
SL014262,OL14003,5
SL014263,OL13856,8
SL014263,OL13857,5
SL014263,OL13858,4
SL014263,OL13859,8
SL014264,OL13915,3
SL014264,OL13916,10
SL014264,OL13917,7
SL014264,OL13918,4
SL014264,OL13919,3
SL014265,OL13898,5
SL014265,OL13899,4
SL014265,OL13900,4
SL014265,OL13901,7
SL014266,OL13967,3
SL014266,OL13968,3
SL014266,OL13969,3
SL014266,OL13970,8
SL014267,OL13890,4
SL014267,OL13891,6
SL014267,OL13892,2
SL014268,OL14029,7
SL014268,OL14030,2
SL014268,OL14031,6
SL014268,OL14032,9
SL014268,OL14033,8
SL014269,OL13925,5
SL014269,OL13926,3
SL014269,OL13927,2
SL014269,OL13928,7
SL014270,OL13999,13
SL014270,OL14000,15
SL014271,OL14305,2
SL014272,OL14306,5
SL014272,OL14307,3
SL014272,OL14308,4
SL014272,OL14309,7
SL014273,OL14310,3
SL014274,OL14311,5
SL014275,OL14312,6
SL014276,OL14313,13
SL014277,OL14314,8
SL014278,OL14315,6
SL014279,OL14316,7
SL014280,OL14317,5
SL014281,OL14318,7
SL014282,OL14319,3
SL014283,OL14321,7
SL014284,OL14322,3
SL014285,OL14324,6
SL014286,OL14328,4
SL014287,OL14329,7
SL014288,OL14330,8
SL014289,OL14332,5
SL014290,OL14333,6
SL014291,OL14335,7
SL014292,OL14338,6
SL014293,OL14342,4
SL014294,OL14343,10
SL014295,OL14345,10
SL014296,OL14346,1
SL014297,OL14347,2
SL014298,OL14348,4
SL014299,OL14349,14
SL014300,OL14351,8
SL014301,OL14354,17
SL014302,OL14355,20
SL014303,OL14356,3
SL014304,OL14358,9
SL014305,OL14359,16
SL014306,OL14360,13
SL014307,OL14361,15
SL014308,OL14362,7
SL014309,OL14363,5
SL014310,OL14365,5
SL014311,OL14368,5
SL014312,OL14369,12
SL014313,OL14372,8
SL014314,OL14373,6
SL014315,OL14374,5
SL014316,OL14375,3
SL014317,OL14376,2
SL014318,OL14377,6
SL014319,OL14378,9
SL014320,OL14379,21
SL014321,OL14380,5
SL014322,OL14381,5
SL014323,OL14385,11
SL014324,OL14386,8
SL014325,OL14387,17
SL014326,OL14388,7
SL014327,OL14389,9
SL014328,OL14392,7
SL014329,OL14393,5
SL014330,OL14395,3
SL014331,OL14397,4
SL014332,OL14398,7
SL014333,OL14399,15
SL014334,OL14400,14
SL014335,OL14402,6
SL014336,OL14404,3
SL014337,OL14406,1
SL014338,OL14407,23
SL014339,OL14408,9
SL014340,OL14409,18
SL014341,OL14410,4
SL014342,OL14412,7
SL014343,OL14413,6
SL014344,OL14012,4
SL014345,OL14201,9
SL014346,OL14278,1
SL014346,OL14279,10
SL014346,OL14280,2
SL014346,OL14281,3
SL014346,OL14282,7
SL014347,OL14170,6
SL014347,OL14171,4
SL014347,OL14172,3
SL014348,OL13994,2
SL014348,OL13995,3
SL014349,OL14261,4
SL014349,OL14262,2
SL014349,OL14263,2
SL014350,OL13996,5
SL014350,OL13997,5
SL014350,OL13998,11
SL014351,OL14120,4
SL014352,OL14251,2
SL014352,OL14252,8
SL014352,OL14253,4
SL014353,OL14107,6
SL014353,OL14108,2
SL014353,OL14109,7
SL014354,OL14013,2
SL014354,OL14014,1
SL014354,OL14015,1
SL014354,OL14016,3
SL014354,OL14017,2
SL014355,OL14217,6
SL014355,OL14218,6
SL014356,OL14045,3
SL014356,OL14046,5
SL014356,OL14047,2
SL014356,OL14048,3
SL014357,OL13949,2
SL014357,OL13950,3
SL014357,OL13951,3
SL014357,OL13952,1
SL014358,OL13959,5
SL014358,OL13960,4
SL014358,OL13961,2
SL014359,OL14026,7
SL014359,OL14027,2
SL014359,OL14028,1
SL014360,OL13953,7
SL014360,OL13954,3
SL014360,OL13955,4
SL014361,OL14126,2
SL014361,OL14127,5
SL014361,OL14128,2
SL014362,OL14184,2
SL014362,OL14185,3
SL014362,OL14186,4
SL014362,OL14187,3
SL014363,OL14121,4
SL014363,OL14122,4
SL014363,OL14123,3
SL014363,OL14124,4
SL014363,OL14125,4
SL014364,OL13974,13
SL014364,OL13975,14
SL014364,OL13976,2
SL014365,OL13977,1
SL014365,OL13978,3
SL014365,OL13979,3
SL014365,OL13980,9
SL014365,OL13981,6
SL014366,OL13934,9
SL014366,OL13935,6
SL014366,OL13936,7
SL014366,OL13937,2
SL014367,OL14022,7
SL014367,OL14023,6
SL014367,OL14024,4
SL014367,OL14025,4
SL014368,OL14063,3
SL014368,OL14064,3
SL014369,OL13956,2
SL014369,OL13957,6
SL014369,OL13958,7
SL014370,OL14214,9
SL014371,OL13962,5
SL014371,OL13963,5
SL014371,OL13964,10
SL014371,OL13965,13
SL014371,OL13966,6
SL014372,OL14189,5
SL014373,OL14105,3
SL014373,OL14106,6
SL014374,OL14415,16
SL014375,OL14416,10
SL014376,OL14417,13
SL014377,OL14418,9
SL014378,OL14420,5
SL014379,OL14422,14
SL014380,OL14423,4
SL014381,OL14424,11
SL014382,OL14427,13
SL014383,OL14428,11
SL014384,OL14429,3
SL014385,OL14433,9
SL014386,OL14435,6
SL014387,OL14438,7
SL014388,OL14441,7
SL014389,OL14442,12
SL014390,OL14443,10
SL014391,OL14444,6
SL014392,OL14445,17
SL014393,OL14448,4
SL014394,OL14451,7
SL014395,OL14452,2
SL014396,OL14453,8
SL014397,OL14454,9
SL014398,OL14457,9
SL014399,OL14458,2
SL014400,OL14459,10
SL014401,OL14460,9
SL014402,OL14462,11
SL014403,OL14465,4
SL014404,OL14466,3
SL014405,OL14467,6
SL014406,OL14468,8
SL014407,OL14469,6
SL014408,OL14471,5
SL014409,OL14472,2
SL014410,OL14473,6
SL014411,OL14474,18
SL014412,OL14475,11
SL014413,OL14476,3
SL014414,OL14477,6
SL014415,OL14478,8
SL014416,OL14481,4
SL014417,OL14483,7
SL014418,OL14484,5
SL014419,OL14485,12
SL014420,OL14486,11
SL014421,OL14487,14
SL014422,OL14488,6
SL014423,OL14489,4
SL014424,OL14490,7
SL014425,OL14491,3
SL014426,OL14493,7
SL014427,OL14494,6
SL014428,OL14495,5
SL014429,OL14496,2
SL014430,OL14497,6
SL014431,OL14499,14
SL014432,OL14500,5
SL014433,OL14501,7
SL014434,OL14502,2
SL014435,OL14503,14
SL014436,OL14504,10
SL014437,OL14505,10
SL014438,OL14506,3
SL014439,OL14507,4
SL014440,OL14508,6
SL014441,OL14509,6
SL014442,OL14510,4
SL014443,OL14511,10
SL014444,OL14512,2
SL014445,OL14513,16
SL014446,OL14514,18
SL014447,OL14515,6
SL014448,OL14516,6
SL014449,OL14517,7
SL014450,OL14521,7
SL014451,OL14522,9
SL014452,OL14525,10
SL014453,OL14526,6
SL014454,OL14527,5
SL014455,OL14528,7
SL014456,OL14529,2
SL014457,OL14530,2
SL014458,OL14532,14
SL014459,OL14533,10
SL014460,OL14534,3
SL014461,OL14535,2
SL014462,OL14536,10
SL014463,OL14538,9
SL014464,OL14539,3
SL014465,OL14541,3
SL014466,OL14542,4
SL014467,OL14543,12
SL014468,OL14545,7
SL014469,OL14547,9
SL014470,OL14549,6
SL014471,OL14553,3
SL014472,OL14554,4
SL014473,OL14557,10
SL014474,OL14558,9
SL014475,OL14233,9
SL014475,OL14234,2
SL014475,OL14235,2
SL014475,OL14236,2
SL014476,OL14145,2
SL014476,OL14146,3
SL014476,OL14147,2
SL014476,OL14148,6
SL014476,OL14149,3
SL014477,OL14310,3
SL014478,OL14202,6
SL014478,OL14203,6
SL014479,OL14329,7
SL014479,OL14330,8
SL014480,OL14093,3
SL014480,OL14094,3
SL014480,OL14095,5
SL014481,OL14286,12
SL014481,OL14287,6
SL014481,OL14288,20
SL014482,OL14143,8
SL014482,OL14144,1
SL014483,OL14117,5
SL014483,OL14118,2
SL014484,OL14188,3
SL014485,OL14101,2
SL014485,OL14102,13
SL014485,OL14103,14
SL014485,OL14104,7
SL014486,OL14215,6
SL014486,OL14216,5
SL014487,OL14066,3
SL014487,OL14067,3
SL014487,OL14068,7
SL014487,OL14069,4
SL014487,OL14070,4
SL014488,OL14319,3
SL014488,OL14320,4
SL014488,OL14321,7
SL014488,OL14322,3
SL014488,OL14323,3
SL014489,OL14138,10
SL014489,OL14139,6
SL014489,OL14140,8
SL014489,OL14141,12
SL014490,OL14134,10
SL014490,OL14135,7
SL014490,OL14136,2
SL014490,OL14137,3
SL014491,OL14055,1
SL014491,OL14056,4
SL014491,OL14057,5
SL014492,OL14129,3
SL014492,OL14130,6
SL014492,OL14131,3
SL014492,OL14132,4
SL014492,OL14133,4
SL014493,OL14385,11
SL014494,OL14073,5
SL014494,OL14074,5
SL014494,OL14075,11
SL014494,OL14076,10
SL014494,OL14077,5
SL014495,OL14110,11
SL014495,OL14111,8
SL014495,OL14112,6
SL014496,OL14264,12
SL014496,OL14265,9
SL014496,OL14266,8
SL014496,OL14267,7
SL014497,OL14155,8
SL014498,OL14336,4
SL014498,OL14337,2
SL014498,OL14338,6
SL014498,OL14339,3
SL014499,OL14058,2
SL014499,OL14059,2
SL014499,OL14060,5
SL014499,OL14061,5
SL014499,OL14062,4
SL014500,OL14255,13
SL014500,OL14256,5
SL014500,OL14257,9
SL014501,OL14404,3
SL014501,OL14405,6
SL014501,OL14406,1
SL014502,OL14367,5
SL014502,OL14368,5
SL014503,OL14113,6
SL014503,OL14114,4
SL014503,OL14115,5
SL014503,OL14116,9
SL014504,OL14344,6
SL014504,OL14345,10
SL014505,OL14096,3
SL014505,OL14097,3
SL014505,OL14098,5
SL014505,OL14099,4
SL014505,OL14100,3
SL014506,OL14088,6
SL014506,OL14089,10
SL014506,OL14090,3
SL014507,OL14080,7
SL014507,OL14081,4
SL014507,OL14082,7
SL014507,OL14083,5
SL014507,OL14084,1
SL014508,OL14559,4
SL014509,OL14560,5
SL014510,OL14561,6
SL014511,OL14563,9
SL014512,OL14564,3
SL014513,OL14565,1
SL014514,OL14567,3
SL014515,OL14568,1
SL014516,OL14569,3
SL014517,OL14570,9
SL014518,OL14571,3
SL014519,OL14572,2
SL014520,OL14573,5
SL014521,OL14576,10
SL014522,OL14577,6
SL014523,OL14579,3
SL014524,OL14580,5
SL014525,OL14581,5
SL014526,OL14582,6
SL014527,OL14583,3
SL014528,OL14584,3
SL014529,OL14585,4
SL014530,OL14586,5
SL014531,OL14588,3
SL014532,OL14590,7
SL014533,OL14591,1
SL014534,OL14593,5
SL014535,OL14595,1
SL014536,OL14596,8
SL014537,OL14597,1
SL014538,OL14598,14
SL014539,OL14601,5
SL014540,OL14604,3
SL014541,OL14605,5
SL014542,OL14607,2
SL014543,OL14610,1
SL014544,OL14611,17
SL014545,OL14612,15
SL014546,OL14614,5
SL014547,OL14615,7
SL014548,OL14616,6
SL014549,OL14618,6
SL014550,OL14619,16
SL014551,OL14621,3
SL014552,OL14622,4
SL014553,OL14623,1
SL014554,OL14624,2
SL014555,OL14625,3
SL014556,OL14626,9
SL014557,OL14627,1
SL014558,OL14628,4
SL014559,OL14629,6
SL014560,OL14630,7
SL014561,OL14631,4
SL014562,OL14632,6
SL014563,OL14633,3
SL014564,OL14634,2
SL014565,OL14635,2
SL014566,OL14636,5
SL014567,OL14640,2
SL014568,OL14642,2
SL014569,OL14643,4
SL014570,OL14644,5
SL014571,OL14645,7
SL014572,OL14646,3
SL014573,OL14648,7
SL014574,OL14651,4
SL014575,OL14652,7
SL014576,OL14653,13
SL014577,OL14654,5
SL014578,OL14656,7
SL014579,OL14657,11
SL014580,OL14658,12
SL014581,OL14660,11
SL014582,OL14662,8
SL014583,OL14663,14
SL014584,OL14664,2
SL014585,OL14665,6
SL014586,OL14666,6
SL014587,OL14667,3
SL014588,OL14669,6
SL014589,OL14670,10
SL014590,OL14324,6
SL014590,OL14325,5
SL014591,OL14298,5
SL014591,OL14299,4
SL014591,OL14300,5
SL014591,OL14301,4
SL014592,OL14268,4
SL014592,OL14269,3
SL014592,OL14270,4
SL014592,OL14271,6
SL014592,OL14272,5
SL014593,OL14239,9
SL014593,OL14240,9
SL014593,OL14241,1
SL014593,OL14242,5
SL014593,OL14243,4
SL014594,OL14273,6
SL014594,OL14274,2
SL014594,OL14275,10
SL014594,OL14276,5
SL014594,OL14277,7
SL014595,OL14225,7
SL014595,OL14226,3
SL014595,OL14227,14
SL014595,OL14228,8
SL014596,OL14369,12
SL014596,OL14370,7
SL014596,OL14371,8
SL014596,OL14372,8
SL014596,OL14373,6
SL014597,OL14229,7
SL014597,OL14230,8
SL014597,OL14231,7
SL014597,OL14232,4
SL014598,OL14304,3
SL014598,OL14305,2
SL014599,OL14204,4
SL014599,OL14205,11
SL014599,OL14206,11
SL014599,OL14207,6
SL014599,OL14208,11
SL014600,OL14503,14
SL014600,OL14504,10
SL014601,OL14289,10
SL014601,OL14290,17
SL014602,OL14238,6
SL014603,OL14173,12
SL014603,OL14174,12
SL014604,OL14194,15
SL014604,OL14195,7
SL014604,OL14196,13
SL014605,OL14546,2
SL014605,OL14547,9
SL014605,OL14548,3
SL014606,OL14380,5
SL014606,OL14381,5
SL014606,OL14382,2
SL014606,OL14383,1
SL014606,OL14384,4
SL014607,OL14175,3
SL014607,OL14176,3
SL014607,OL14177,6
SL014607,OL14178,7
SL014608,OL14291,4
SL014608,OL14292,5
SL014608,OL14293,17
SL014609,OL14197,11
SL014609,OL14198,16
SL014609,OL14199,6
SL014609,OL14200,8
SL014610,OL14402,6
SL014610,OL14403,3
SL014611,OL14418,9
SL014611,OL14419,1
SL014612,OL14352,7
SL014612,OL14353,6
SL014612,OL14354,17
SL014612,OL14355,20
SL014613,OL14326,3
SL014613,OL14327,4
SL014613,OL14328,4
SL014614,OL14245,5
SL014614,OL14246,2
SL014615,OL14156,6
SL014615,OL14157,10
SL014615,OL14158,5
SL014615,OL14159,10
SL014615,OL14160,8
SL014616,OL14179,5
SL014616,OL14180,4
SL014616,OL14181,5
SL014616,OL14182,2
SL014617,OL14165,15
SL014617,OL14166,3
SL014617,OL14167,2
SL014617,OL14168,12
SL014618,OL14520,6
SL014618,OL14521,7
SL014619,OL14209,8
SL014619,OL14210,2
SL014619,OL14211,6
SL014619,OL14212,7
SL014619,OL14213,10
SL014620,OL14349,14
SL014621,OL14258,1
SL014621,OL14259,5
SL014621,OL14260,6
SL014622,OL14161,6
SL014622,OL14162,17
SL014622,OL14163,11
SL014622,OL14164,8
SL014623,OL14219,6
SL014623,OL14220,4
SL014623,OL14221,10
SL014623,OL14222,8
SL014623,OL14223,2
SL014624,OL14294,8
SL014624,OL14295,3
SL014624,OL14296,2
SL014624,OL14297,5
SL014625,OL14283,15
SL014625,OL14284,5
SL014625,OL14285,7
SL014626,OL14302,5
SL014626,OL14303,9
SL014627,OL14247,3
SL014627,OL14248,7
SL014627,OL14249,3
SL014627,OL14250,3
SL014628,OL14407,23
SL014628,OL14408,9
SL014628,OL14409,18
SL014628,OL14410,4
SL014629,OL14550,5
SL014629,OL14551,3
SL014629,OL14552,8
SL014629,OL14553,3
SL014629,OL14554,4
SL014630,OL14343,10
SL014631,OL14374,5
SL014631,OL14375,3
SL014631,OL14376,2
SL014632,OL14190,3
SL014632,OL14191,2
SL014632,OL14192,7
SL014632,OL14193,3
SL014633,OL14671,3
SL014633,OL14672,2
SL014633,OL14673,2
SL014633,OL14674,1
SL014633,OL14675,2
SL014634,OL14676,4
SL014635,OL14677,12
SL014636,OL14678,2
SL014637,OL14679,4
SL014638,OL14682,4
SL014639,OL14683,17
SL014640,OL14687,12
SL014641,OL14688,5
SL014642,OL14689,12
SL014643,OL14690,4
SL014644,OL14691,2
SL014645,OL14692,3
SL014646,OL14693,3
SL014647,OL14696,16
SL014648,OL14697,3
SL014649,OL14698,9
SL014649,OL14699,6
SL014650,OL14700,2
SL014651,OL14703,5
SL014652,OL14706,10
SL014653,OL14707,2
SL014654,OL14708,16
SL014655,OL14709,3
SL014656,OL14710,1
SL014657,OL14711,2
SL014658,OL14712,5
SL014659,OL14713,7
SL014660,OL14714,4
SL014661,OL14715,5
SL014662,OL14717,4
SL014663,OL14718,4
SL014664,OL14719,1
SL014665,OL14720,3
SL014666,OL14721,3
SL014667,OL14723,3
SL014668,OL14725,3
SL014669,OL14726,1
SL014670,OL14728,2
SL014671,OL14729,3
SL014672,OL14730,11
SL014673,OL14732,3
SL014674,OL14734,4
SL014675,OL14735,6
SL014676,OL14736,6
SL014677,OL14737,2
SL014678,OL14738,5
SL014679,OL14739,13
SL014680,OL14740,6
SL014681,OL14741,13
SL014682,OL14742,11
SL014683,OL14743,6
SL014684,OL14745,3
SL014685,OL14746,5
SL014686,OL14747,4
SL014687,OL14749,5
SL014688,OL14752,3
SL014689,OL14754,3
SL014690,OL14755,6
SL014691,OL14756,7
SL014692,OL14757,15
SL014693,OL14758,12
SL014694,OL14759,10
SL014695,OL14760,15
SL014696,OL14761,3
SL014697,OL14762,2
SL014698,OL14764,12
SL014699,OL14765,3
SL014700,OL14767,5
SL014701,OL14768,2
SL014702,OL14771,5
SL014703,OL14774,9
SL014704,OL14775,5
SL014705,OL14777,10
SL014706,OL14779,15
SL014707,OL14781,4
SL014708,OL14782,4
SL014709,OL14314,8
SL014709,OL14315,6
SL014709,OL14316,7
SL014709,OL14317,5
SL014709,OL14318,7
SL014710,OL14491,3
SL014710,OL14492,4
SL014710,OL14493,7
SL014710,OL14494,6
SL014711,OL14362,7
SL014711,OL14363,5
SL014711,OL14364,5
SL014711,OL14365,5
SL014711,OL14366,13
SL014712,OL14635,2
SL014713,OL14420,5
SL014713,OL14421,15
SL014714,OL14540,9
SL014714,OL14541,3
SL014714,OL14542,4
SL014714,OL14543,12
SL014714,OL14544,7
SL014715,OL14411,9
SL014715,OL14412,7
SL014715,OL14413,6
SL014716,OL14311,5
SL014716,OL14312,6
SL014716,OL14313,13
SL014717,OL14517,7
SL014717,OL14518,4
SL014717,OL14519,5
SL014718,OL14505,10
SL014719,OL14356,3
SL014719,OL14357,1
SL014720,OL14391,2
SL014720,OL14392,7
SL014720,OL14393,5
SL014720,OL14394,4
SL014721,OL14414,7
SL014721,OL14415,16
SL014721,OL14416,10
SL014722,OL14358,9
SL014722,OL14359,16
SL014722,OL14360,13
SL014722,OL14361,15
SL014723,OL14651,4
SL014723,OL14652,7
SL014724,OL14350,3
SL014724,OL14351,8
SL014725,OL14386,8
SL014725,OL14387,17
SL014725,OL14388,7
SL014726,OL14331,4
SL014726,OL14332,5
SL014726,OL14333,6
SL014726,OL14334,3
SL014726,OL14335,7
SL014727,OL14398,7
SL014727,OL14399,15
SL014727,OL14400,14
SL014727,OL14401,6
SL014728,OL14431,3
SL014728,OL14432,7
SL014728,OL14433,9
SL014729,OL14478,8
SL014729,OL14479,1
SL014729,OL14480,4
SL014730,OL14665,6
SL014730,OL14666,6
SL014731,OL14389,9
SL014731,OL14390,4
SL014732,OL14346,1
SL014732,OL14347,2
SL014732,OL14348,4
SL014733,OL14395,3
SL014733,OL14396,9
SL014734,OL14451,7
SL014734,OL14452,2
SL014734,OL14453,8
SL014735,OL14377,6
SL014735,OL14378,9
SL014735,OL14379,21
SL014736,OL14439,3
SL014736,OL14440,9
SL014736,OL14441,7
SL014737,OL14640,2
SL014737,OL14641,6
SL014738,OL14495,5
SL014738,OL14496,2
SL014738,OL14497,6
SL014738,OL14498,4
SL014739,OL14533,10
SL014739,OL14534,3
SL014739,OL14535,2
SL014740,OL14485,12
SL014741,OL14500,5
SL014741,OL14501,7
SL014741,OL14502,2
SL014742,OL14472,2
SL014743,OL14427,13
SL014743,OL14428,11
SL014743,OL14429,3
SL014743,OL14430,6
SL014744,OL14511,10
SL014744,OL14512,2
SL014745,OL14340,5
SL014745,OL14341,4
SL014745,OL14342,4
SL014746,OL14783,2
SL014747,OL14785,6
SL014748,OL14786,2
SL014749,OL14789,9
SL014750,OL14790,3
SL014751,OL14792,9
SL014752,OL14793,2
SL014753,OL14794,4
SL014754,OL14796,4
SL014755,OL14797,5
SL014756,OL14798,5
SL014757,OL14801,10
SL014758,OL14804,5
SL014759,OL14805,9
SL014760,OL14806,2
SL014761,OL14808,1
SL014762,OL14809,2
SL014763,OL14812,7
SL014764,OL14813,3
SL014765,OL14814,6
SL014766,OL14816,6
SL014767,OL14817,3
SL014768,OL14818,7
SL014769,OL14819,2
SL014770,OL14820,4
SL014771,OL14821,3
SL014772,OL14822,2
SL014773,OL14823,15
SL014774,OL14825,8
SL014775,OL14827,2
SL014776,OL14830,5
SL014777,OL14831,5
SL014778,OL14832,2
SL014779,OL14833,4
SL014780,OL14835,6
SL014781,OL14836,5
SL014782,OL14837,15
SL014783,OL14839,15
SL014784,OL14841,3
SL014785,OL14842,9
SL014786,OL14843,9
SL014787,OL14845,14
SL014788,OL14846,6
SL014789,OL14847,5
SL014790,OL14848,10
SL014791,OL14849,5
