Inbound_Shipment_ID,Supplier_ID,Destination_Hub_ID,SKU,Quantity_Received,Expected_Arrival_Date,Actual_Arrival_Date
INB00065,SUP008,HUB-BLR,SKU0361,105,2022-09-01,2022-09-02
INB00066,SUP004,HUB-BOM,SKU0020,38,2022-08-28,2022-09-02
INB00066,SUP004,HUB-BOM,SKU0154,38,2022-08-28,2022-09-02
INB00066,SUP004,HUB-BOM,SKU0396,42,2022-08-28,2022-09-02
INB00067,SUP020,HUB-DEL,SKU0133,59,2022-09-02,2022-09-02
INB00067,SUP020,HUB-DEL,SKU0253,57,2022-08-31,2022-09-02
INB00067,SUP020,HUB-DEL,SKU0293,62,2022-09-02,2022-09-02
INB00067,SUP020,HUB-DEL,SKU0439,64,2022-08-29,2022-09-02
INB00066,SUP004,HUB-BOM,SKU0146,38,2022-08-29,2022-09-03
INB00067,SUP020,HUB-DEL,SKU0046,57,2022-09-03,2022-09-03
INB00067,SUP020,HUB-DEL,SKU0125,59,2022-09-02,2022-09-03
INB00067,SUP020,HUB-DEL,SKU0301,66,2022-09-01,2022-09-04
INB00068,SUP007,HUB-BLR,SKU0013,115,2022-09-04,2022-09-05
INB00068,SUP007,HUB-BLR,SKU0156,143,2022-09-04,2022-09-05
INB00068,SUP007,HUB-BLR,SKU0359,107,2022-09-03,2022-09-05
INB00067,SUP020,HUB-DEL,SKU0261,73,2022-09-05,2022-09-06
INB00068,SUP007,HUB-BLR,SKU0360,96,2022-09-06,2022-09-06
INB00068,SUP007,HUB-BLR,SKU0430,105,2022-09-04,2022-09-06
INB00069,SUP006,HUB-BOM,SKU0123,41,2022-09-03,2022-09-06
INB00069,SUP006,HUB-BOM,SKU0136,40,2022-09-05,2022-09-06
INB00069,SUP006,HUB-BOM,SKU0310,40,2022-09-03,2022-09-06
INB00068,SUP007,HUB-BLR,SKU0166,108,2022-09-06,2022-09-07
INB00068,SUP007,HUB-BLR,SKU0299,101,2022-09-04,2022-09-07
INB00068,SUP007,HUB-BLR,SKU0407,116,2022-09-04,2022-09-07
INB00068,SUP007,HUB-BLR,SKU0409,151,2022-09-06,2022-09-07
INB00069,SUP006,HUB-BOM,SKU0220,46,2022-09-02,2022-09-07
INB00069,SUP006,HUB-BOM,SKU0387,48,2022-09-02,2022-09-07
INB00068,SUP007,HUB-BLR,SKU0101,134,2022-09-06,2022-09-08
INB00068,SUP007,HUB-BLR,SKU0132,200,2022-09-03,2022-09-08
INB00068,SUP007,HUB-BLR,SKU0269,133,2022-09-05,2022-09-08
INB00068,SUP007,HUB-BLR,SKU0270,98,2022-09-07,2022-09-08
INB00068,SUP007,HUB-BLR,SKU0303,117,2022-09-04,2022-09-08
INB00068,SUP007,HUB-BLR,SKU0313,140,2022-09-05,2022-09-08
INB00068,SUP007,HUB-BLR,SKU0352,113,2022-09-08,2022-09-08
INB00068,SUP007,HUB-BLR,SKU0369,100,2022-09-06,2022-09-08
INB00069,SUP006,HUB-BOM,SKU0124,40,2022-09-07,2022-09-08
INB00069,SUP006,HUB-BOM,SKU0349,41,2022-09-03,2022-09-08
INB00069,SUP006,HUB-BOM,SKU0474,42,2022-09-08,2022-09-08
INB00068,SUP007,HUB-BLR,SKU0130,111,2022-09-07,2022-09-09
INB00068,SUP007,HUB-BLR,SKU0131,137,2022-09-05,2022-09-09
INB00068,SUP007,HUB-BLR,SKU0185,117,2022-09-06,2022-09-09
INB00068,SUP007,HUB-BLR,SKU0203,121,2022-09-04,2022-09-09
INB00068,SUP007,HUB-BLR,SKU0229,112,2022-09-07,2022-09-09
INB00068,SUP007,HUB-BLR,SKU0290,115,2022-09-04,2022-09-09
INB00068,SUP007,HUB-BLR,SKU0295,119,2022-09-07,2022-09-09
INB00068,SUP007,HUB-BLR,SKU0383,126,2022-09-06,2022-09-09
INB00068,SUP007,HUB-BLR,SKU0405,129,2022-09-07,2022-09-09
INB00069,SUP006,HUB-BOM,SKU0009,45,2022-09-04,2022-09-09
INB00069,SUP006,HUB-BOM,SKU0032,40,2022-09-07,2022-09-09
INB00069,SUP006,HUB-BOM,SKU0241,38,2022-09-07,2022-09-09
INB00069,SUP006,HUB-BOM,SKU0255,45,2022-09-04,2022-09-09
INB00069,SUP006,HUB-BOM,SKU0311,37,2022-09-04,2022-09-09
INB00069,SUP006,HUB-BOM,SKU0365,40,2022-09-05,2022-09-09
INB00069,SUP006,HUB-BOM,SKU0375,38,2022-09-08,2022-09-09
INB00069,SUP006,HUB-BOM,SKU0436,41,2022-09-06,2022-09-09
INB00069,SUP006,HUB-BOM,SKU0470,37,2022-09-04,2022-09-09
INB00068,SUP007,HUB-BLR,SKU0023,103,2022-09-09,2022-09-10
INB00068,SUP007,HUB-BLR,SKU0120,94,2022-09-08,2022-09-10
INB00068,SUP007,HUB-BLR,SKU0153,139,2022-09-09,2022-09-10
INB00068,SUP007,HUB-BLR,SKU0227,100,2022-09-10,2022-09-10
INB00068,SUP007,HUB-BLR,SKU0288,113,2022-09-08,2022-09-10
INB00068,SUP007,HUB-BLR,SKU0367,99,2022-09-07,2022-09-10
INB00068,SUP007,HUB-BLR,SKU0433,95,2022-09-07,2022-09-10
INB00068,SUP007,HUB-BLR,SKU0444,109,2022-09-09,2022-09-10
INB00069,SUP006,HUB-BOM,SKU0025,40,2022-09-05,2022-09-10
INB00069,SUP006,HUB-BOM,SKU0070,42,2022-09-10,2022-09-10
INB00069,SUP006,HUB-BOM,SKU0168,40,2022-09-08,2022-09-10
INB00069,SUP006,HUB-BOM,SKU0186,49,2022-09-06,2022-09-10
INB00069,SUP006,HUB-BOM,SKU0280,42,2022-09-10,2022-09-10
INB00069,SUP006,HUB-BOM,SKU0378,50,2022-09-05,2022-09-10
INB00070,SUP012,HUB-DEL,SKU0478,61,2022-09-10,2022-09-10
INB00068,SUP007,HUB-BLR,SKU0258,101,2022-09-10,2022-09-11
INB00069,SUP006,HUB-BOM,SKU0049,41,2022-09-07,2022-09-11
INB00069,SUP006,HUB-BOM,SKU0066,44,2022-09-10,2022-09-11
INB00069,SUP006,HUB-BOM,SKU0272,41,2022-09-10,2022-09-11
INB00070,SUP012,HUB-DEL,SKU0003,65,2022-09-07,2022-09-11
INB00070,SUP012,HUB-DEL,SKU0190,64,2022-09-06,2022-09-11
INB00070,SUP012,HUB-DEL,SKU0312,64,2022-09-06,2022-09-11
INB00070,SUP012,HUB-DEL,SKU0381,58,2022-09-11,2022-09-11
INB00070,SUP012,HUB-DEL,SKU0464,61,2022-09-11,2022-09-11
INB00068,SUP007,HUB-BLR,SKU0071,95,2022-09-07,2022-09-12
INB00068,SUP007,HUB-BLR,SKU0143,154,2022-09-09,2022-09-12
INB00068,SUP007,HUB-BLR,SKU0322,128,2022-09-09,2022-09-12
INB00068,SUP007,HUB-BLR,SKU0479,99,2022-09-09,2022-09-12
INB00069,SUP006,HUB-BOM,SKU0108,49,2022-09-09,2022-09-12
INB00070,SUP012,HUB-DEL,SKU0045,68,2022-09-11,2022-09-12
INB00070,SUP012,HUB-DEL,SKU0235,61,2022-09-08,2022-09-12
INB00070,SUP012,HUB-DEL,SKU0268,76,2022-09-10,2022-09-12
INB00070,SUP012,HUB-DEL,SKU0459,62,2022-09-08,2022-09-12
INB00070,SUP012,HUB-DEL,SKU0138,66,2022-09-13,2022-09-13
INB00070,SUP012,HUB-DEL,SKU0417,65,2022-09-11,2022-09-13
INB00069,SUP006,HUB-BOM,SKU0400,40,2022-09-13,2022-09-14
INB00070,SUP012,HUB-DEL,SKU0007,60,2022-09-10,2022-09-14
INB00070,SUP012,HUB-DEL,SKU0412,64,2022-09-10,2022-09-15
INB00070,SUP012,HUB-DEL,SKU0497,57,2022-09-12,2022-09-15
INB00071,SUP003,HUB-BLR,SKU0368,103,2022-09-12,2022-09-15
INB00071,SUP003,HUB-BLR,SKU0397,101,2022-09-11,2022-09-15
INB00071,SUP003,HUB-BLR,SKU0413,99,2022-09-14,2022-09-15
INB00071,SUP003,HUB-BLR,SKU0050,99,2022-09-13,2022-09-16
INB00071,SUP003,HUB-BLR,SKU0291,119,2022-09-15,2022-09-16
INB00071,SUP003,HUB-BLR,SKU0329,107,2022-09-14,2022-09-16
INB00070,SUP012,HUB-DEL,SKU0498,75,2022-09-15,2022-09-17
INB00071,SUP003,HUB-BLR,SKU0069,115,2022-09-12,2022-09-17
INB00071,SUP003,HUB-BLR,SKU0089,101,2022-09-13,2022-09-17
INB00071,SUP003,HUB-BLR,SKU0122,98,2022-09-13,2022-09-17
INB00071,SUP003,HUB-BLR,SKU0179,113,2022-09-15,2022-09-17
INB00071,SUP003,HUB-BLR,SKU0183,99,2022-09-12,2022-09-17
INB00071,SUP003,HUB-BLR,SKU0248,129,2022-09-15,2022-09-17
INB00071,SUP003,HUB-BLR,SKU0333,126,2022-09-16,2022-09-17
INB00071,SUP003,HUB-BLR,SKU0440,105,2022-09-14,2022-09-17
INB00071,SUP003,HUB-BLR,SKU0441,138,2022-09-16,2022-09-17
INB00071,SUP003,HUB-BLR,SKU0472,120,2022-09-14,2022-09-17
INB00071,SUP003,HUB-BLR,SKU0026,122,2022-09-18,2022-09-18
INB00071,SUP003,HUB-BLR,SKU0081,106,2022-09-15,2022-09-18
INB00071,SUP003,HUB-BLR,SKU0169,120,2022-09-14,2022-09-18
INB00071,SUP003,HUB-BLR,SKU0336,144,2022-09-14,2022-09-18
INB00071,SUP003,HUB-BLR,SKU0366,131,2022-09-17,2022-09-18
INB00071,SUP003,HUB-BLR,SKU0404,94,2022-09-14,2022-09-18
INB00071,SUP003,HUB-BLR,SKU0492,107,2022-09-13,2022-09-18
INB00071,SUP003,HUB-BLR,SKU0494,109,2022-09-16,2022-09-18
INB00072,SUP006,HUB-BOM,SKU0019,58,2022-09-18,2022-09-18
INB00072,SUP006,HUB-BOM,SKU0170,39,2022-09-15,2022-09-18
INB00071,SUP003,HUB-BLR,SKU0073,115,2022-09-15,2022-09-19
INB00071,SUP003,HUB-BLR,SKU0079,110,2022-09-17,2022-09-19
INB00071,SUP003,HUB-BLR,SKU0335,124,2022-09-17,2022-09-19
INB00071,SUP003,HUB-BLR,SKU0345,120,2022-09-17,2022-09-19
INB00071,SUP003,HUB-BLR,SKU0377,119,2022-09-18,2022-09-19
INB00071,SUP003,HUB-BLR,SKU0460,107,2022-09-14,2022-09-19
INB00071,SUP003,HUB-BLR,SKU0480,105,2022-09-19,2022-09-19
INB00072,SUP006,HUB-BOM,SKU0147,39,2022-09-15,2022-09-19
INB00072,SUP006,HUB-BOM,SKU0374,41,2022-09-18,2022-09-19
INB00072,SUP006,HUB-BOM,SKU0434,37,2022-09-16,2022-09-19
INB00071,SUP003,HUB-BLR,SKU0065,123,2022-09-17,2022-09-20
INB00071,SUP003,HUB-BLR,SKU0182,120,2022-09-15,2022-09-20
INB00071,SUP003,HUB-BLR,SKU0271,94,2022-09-15,2022-09-20
INB00071,SUP003,HUB-BLR,SKU0327,133,2022-09-20,2022-09-20
INB00071,SUP003,HUB-BLR,SKU0466,101,2022-09-18,2022-09-20
INB00072,SUP006,HUB-BOM,SKU0014,41,2022-09-18,2022-09-20
INB00072,SUP006,HUB-BOM,SKU0106,38,2022-09-15,2022-09-20
INB00072,SUP006,HUB-BOM,SKU0315,52,2022-09-19,2022-09-20
INB00072,SUP006,HUB-BOM,SKU0451,42,2022-09-19,2022-09-20
INB00071,SUP003,HUB-BLR,SKU0051,109,2022-09-18,2022-09-21
INB00071,SUP003,HUB-BLR,SKU0072,97,2022-09-18,2022-09-21
INB00071,SUP003,HUB-BLR,SKU0362,125,2022-09-16,2022-09-21
INB00071,SUP003,HUB-BLR,SKU0394,128,2022-09-16,2022-09-21
INB00071,SUP003,HUB-BLR,SKU0475,119,2022-09-21,2022-09-21
INB00072,SUP006,HUB-BOM,SKU0064,42,2022-09-21,2022-09-21
INB00072,SUP006,HUB-BOM,SKU0181,47,2022-09-21,2022-09-21
INB00072,SUP006,HUB-BOM,SKU0209,41,2022-09-18,2022-09-21
INB00072,SUP006,HUB-BOM,SKU0279,39,2022-09-20,2022-09-21
INB00072,SUP006,HUB-BOM,SKU0392,38,2022-09-18,2022-09-21
INB00072,SUP006,HUB-BOM,SKU0431,43,2022-09-16,2022-09-21
INB00071,SUP003,HUB-BLR,SKU0004,108,2022-09-18,2022-09-22
INB00071,SUP003,HUB-BLR,SKU0234,162,2022-09-21,2022-09-22
INB00071,SUP003,HUB-BLR,SKU0354,125,2022-09-17,2022-09-22
INB00072,SUP006,HUB-BOM,SKU0152,37,2022-09-21,2022-09-22
INB00072,SUP006,HUB-BOM,SKU0246,43,2022-09-19,2022-09-22
INB00072,SUP006,HUB-BOM,SKU0254,38,2022-09-21,2022-09-22
INB00072,SUP006,HUB-BOM,SKU0331,40,2022-09-17,2022-09-22
INB00072,SUP006,HUB-BOM,SKU0448,39,2022-09-18,2022-09-22
INB00073,SUP013,HUB-DEL,SKU0006,60,2022-09-21,2022-09-22
INB00073,SUP013,HUB-DEL,SKU0102,61,2022-09-17,2022-09-22
INB00073,SUP013,HUB-DEL,SKU0317,59,2022-09-21,2022-09-22
INB00072,SUP006,HUB-BOM,SKU0457,40,2022-09-20,2022-09-23
INB00073,SUP013,HUB-DEL,SKU0053,62,2022-09-20,2022-09-23
INB00073,SUP013,HUB-DEL,SKU0157,65,2022-09-21,2022-09-23
INB00073,SUP013,HUB-DEL,SKU0356,67,2022-09-18,2022-09-23
INB00072,SUP006,HUB-BOM,SKU0195,38,2022-09-24,2022-09-24
INB00073,SUP013,HUB-DEL,SKU0144,57,2022-09-20,2022-09-24
INB00073,SUP013,HUB-DEL,SKU0264,57,2022-09-23,2022-09-24
INB00073,SUP013,HUB-DEL,SKU0297,57,2022-09-19,2022-09-24
INB00071,SUP003,HUB-BLR,SKU0371,96,2022-09-24,2022-09-25
INB00072,SUP006,HUB-BOM,SKU0054,42,2022-09-22,2022-09-25
INB00073,SUP013,HUB-DEL,SKU0455,57,2022-09-24,2022-09-25
INB00073,SUP013,HUB-DEL,SKU0052,74,2022-09-26,2022-09-26
INB00073,SUP013,HUB-DEL,SKU0117,69,2022-09-23,2022-09-26
INB00073,SUP013,HUB-DEL,SKU0141,57,2022-09-26,2022-09-26
INB00073,SUP013,HUB-DEL,SKU0225,73,2022-09-22,2022-09-26
INB00074,SUP002,HUB-BOM,SKU0159,48,2022-09-24,2022-09-28
INB00075,SUP003,HUB-BLR,SKU0018,102,2022-09-23,2022-09-28
INB00075,SUP003,HUB-BLR,SKU0035,117,2022-09-25,2022-09-28
INB00075,SUP003,HUB-BLR,SKU0038,128,2022-09-24,2022-09-28
INB00075,SUP003,HUB-BLR,SKU0165,129,2022-09-25,2022-09-28
INB00075,SUP003,HUB-BLR,SKU0206,107,2022-09-28,2022-09-28
INB00075,SUP003,HUB-BLR,SKU0217,146,2022-09-24,2022-09-28
INB00075,SUP003,HUB-BLR,SKU0309,111,2022-09-24,2022-09-28
INB00075,SUP003,HUB-BLR,SKU0385,143,2022-09-25,2022-09-28
INB00074,SUP002,HUB-BOM,SKU0028,39,2022-09-29,2022-09-29
INB00074,SUP002,HUB-BOM,SKU0259,38,2022-09-24,2022-09-29
INB00074,SUP002,HUB-BOM,SKU0406,45,2022-09-24,2022-09-29
INB00074,SUP002,HUB-BOM,SKU0415,37,2022-09-27,2022-09-29
INB00075,SUP003,HUB-BLR,SKU0143,98,2022-09-24,2022-09-29
INB00075,SUP003,HUB-BLR,SKU0175,117,2022-09-24,2022-09-29
INB00075,SUP003,HUB-BLR,SKU0192,104,2022-09-27,2022-09-29
INB00075,SUP003,HUB-BLR,SKU0198,104,2022-09-25,2022-09-29
INB00075,SUP003,HUB-BLR,SKU0270,101,2022-09-28,2022-09-29
INB00075,SUP003,HUB-BLR,SKU0324,132,2022-09-28,2022-09-29
INB00076,SUP017,HUB-DEL,SKU0499,61,2022-09-27,2022-09-29
INB00074,SUP002,HUB-BOM,SKU0126,41,2022-09-27,2022-09-30
INB00074,SUP002,HUB-BOM,SKU0150,43,2022-09-27,2022-09-30
INB00074,SUP002,HUB-BOM,SKU0214,40,2022-09-29,2022-09-30
INB00074,SUP002,HUB-BOM,SKU0370,45,2022-09-25,2022-09-30
INB00074,SUP002,HUB-BOM,SKU0473,41,2022-09-30,2022-09-30
INB00075,SUP003,HUB-BLR,SKU0041,147,2022-09-27,2022-09-30
INB00075,SUP003,HUB-BLR,SKU0063,163,2022-09-30,2022-09-30
INB00075,SUP003,HUB-BLR,SKU0074,136,2022-09-27,2022-09-30
INB00075,SUP003,HUB-BLR,SKU0094,144,2022-09-27,2022-09-30
INB00075,SUP003,HUB-BLR,SKU0148,162,2022-09-26,2022-09-30
INB00075,SUP003,HUB-BLR,SKU0435,130,2022-09-26,2022-09-30
INB00076,SUP017,HUB-DEL,SKU0208,62,2022-09-29,2022-09-30
INB00074,SUP002,HUB-BOM,SKU0177,42,2022-09-28,2022-10-01
INB00074,SUP002,HUB-BOM,SKU0210,37,2022-09-27,2022-10-01
INB00074,SUP002,HUB-BOM,SKU0276,47,2022-09-28,2022-10-01
INB00074,SUP002,HUB-BOM,SKU0358,42,2022-10-01,2022-10-01
INB00074,SUP002,HUB-BOM,SKU0481,37,2022-10-01,2022-10-01
INB00075,SUP003,HUB-BLR,SKU0023,95,2022-09-28,2022-10-01
INB00075,SUP003,HUB-BLR,SKU0091,93,2022-09-28,2022-10-01
INB00075,SUP003,HUB-BLR,SKU0145,215,2022-09-28,2022-10-01
INB00075,SUP003,HUB-BLR,SKU0158,172,2022-09-29,2022-10-01
INB00075,SUP003,HUB-BLR,SKU0197,190,2022-09-27,2022-10-01
INB00075,SUP003,HUB-BLR,SKU0211,100,2022-10-01,2022-10-01
INB00075,SUP003,HUB-BLR,SKU0239,134,2022-09-26,2022-10-01
INB00075,SUP003,HUB-BLR,SKU0295,107,2022-10-01,2022-10-01
INB00075,SUP003,HUB-BLR,SKU0313,110,2022-10-01,2022-10-01
INB00075,SUP003,HUB-BLR,SKU0332,109,2022-09-29,2022-10-01
INB00075,SUP003,HUB-BLR,SKU0419,94,2022-09-27,2022-10-01
INB00075,SUP003,HUB-BLR,SKU0489,115,2022-09-30,2022-10-01
INB00076,SUP017,HUB-DEL,SKU0027,58,2022-10-01,2022-10-01
INB00076,SUP017,HUB-DEL,SKU0029,60,2022-10-01,2022-10-01
INB00076,SUP017,HUB-DEL,SKU0215,60,2022-10-01,2022-10-01
INB00076,SUP017,HUB-DEL,SKU0376,71,2022-09-29,2022-10-01
INB00074,SUP002,HUB-BOM,SKU0084,39,2022-09-27,2022-10-02
INB00074,SUP002,HUB-BOM,SKU0085,40,2022-09-30,2022-10-02
INB00074,SUP002,HUB-BOM,SKU0191,37,2022-09-28,2022-10-02
INB00074,SUP002,HUB-BOM,SKU0351,57,2022-10-01,2022-10-02
INB00074,SUP002,HUB-BOM,SKU0420,37,2022-09-29,2022-10-02
INB00075,SUP003,HUB-BLR,SKU0105,140,2022-09-27,2022-10-02
INB00075,SUP003,HUB-BLR,SKU0201,129,2022-10-01,2022-10-02
INB00075,SUP003,HUB-BLR,SKU0205,122,2022-09-28,2022-10-02
INB00075,SUP003,HUB-BLR,SKU0227,107,2022-09-30,2022-10-02
INB00075,SUP003,HUB-BLR,SKU0236,155,2022-09-27,2022-10-02
INB00075,SUP003,HUB-BLR,SKU0247,102,2022-09-30,2022-10-02
INB00075,SUP003,HUB-BLR,SKU0327,96,2022-09-29,2022-10-02
INB00075,SUP003,HUB-BLR,SKU0429,125,2022-09-28,2022-10-02
INB00075,SUP003,HUB-BLR,SKU0484,94,2022-10-01,2022-10-02
INB00075,SUP003,HUB-BLR,SKU0495,113,2022-09-30,2022-10-02
INB00076,SUP017,HUB-DEL,SKU0194,57,2022-09-29,2022-10-02
INB00074,SUP002,HUB-BOM,SKU0164,40,2022-09-28,2022-10-03
INB00074,SUP002,HUB-BOM,SKU0391,40,2022-09-29,2022-10-03
INB00074,SUP002,HUB-BOM,SKU0452,38,2022-10-03,2022-10-03
INB00074,SUP002,HUB-BOM,SKU0471,37,2022-09-30,2022-10-03
INB00075,SUP003,HUB-BLR,SKU0162,113,2022-09-30,2022-10-03
INB00075,SUP003,HUB-BLR,SKU0288,118,2022-10-02,2022-10-03
INB00075,SUP003,HUB-BLR,SKU0304,108,2022-10-02,2022-10-03
INB00075,SUP003,HUB-BLR,SKU0323,114,2022-10-02,2022-10-03
INB00075,SUP003,HUB-BLR,SKU0344,136,2022-10-01,2022-10-03
INB00075,SUP003,HUB-BLR,SKU0348,110,2022-10-03,2022-10-03
INB00075,SUP003,HUB-BLR,SKU0418,94,2022-09-28,2022-10-03
INB00076,SUP017,HUB-DEL,SKU0031,58,2022-09-29,2022-10-03
INB00076,SUP017,HUB-DEL,SKU0042,81,2022-10-02,2022-10-03
INB00076,SUP017,HUB-DEL,SKU0111,61,2022-10-03,2022-10-03
INB00076,SUP017,HUB-DEL,SKU0243,61,2022-09-30,2022-10-03
INB00076,SUP017,HUB-DEL,SKU0321,57,2022-09-30,2022-10-03
INB00074,SUP002,HUB-BOM,SKU0076,38,2022-09-30,2022-10-04
INB00074,SUP002,HUB-BOM,SKU0263,39,2022-09-29,2022-10-04
INB00075,SUP003,HUB-BLR,SKU0061,97,2022-10-02,2022-10-04
INB00075,SUP003,HUB-BLR,SKU0140,107,2022-09-29,2022-10-04
INB00075,SUP003,HUB-BLR,SKU0167,152,2022-10-04,2022-10-04
INB00075,SUP003,HUB-BLR,SKU0222,93,2022-10-01,2022-10-04
INB00075,SUP003,HUB-BLR,SKU0352,101,2022-10-01,2022-10-04
INB00075,SUP003,HUB-BLR,SKU0357,104,2022-09-30,2022-10-04
INB00075,SUP003,HUB-BLR,SKU0099,95,2022-10-01,2022-10-05
INB00075,SUP003,HUB-BLR,SKU0121,99,2022-10-02,2022-10-05
INB00075,SUP003,HUB-BLR,SKU0480,97,2022-10-02,2022-10-05
INB00076,SUP017,HUB-DEL,SKU0282,61,2022-10-02,2022-10-05
INB00076,SUP017,HUB-DEL,SKU0449,64,2022-10-03,2022-10-05
INB00075,SUP003,HUB-BLR,SKU0244,146,2022-10-03,2022-10-06
INB00077,SUP006,HUB-BOM,SKU0174,51,2022-10-07,2022-10-07
INB00077,SUP006,HUB-BOM,SKU0250,47,2022-10-07,2022-10-07
INB00077,SUP006,HUB-BOM,SKU0438,42,2022-10-03,2022-10-08
INB00077,SUP006,HUB-BOM,SKU0465,43,2022-10-06,2022-10-08
INB00078,SUP012,HUB-DEL,SKU0128,73,2022-10-05,2022-10-08
INB00077,SUP006,HUB-BOM,SKU0022,39,2022-10-08,2022-10-09
INB00077,SUP006,HUB-BOM,SKU0129,43,2022-10-09,2022-10-09
INB00077,SUP006,HUB-BOM,SKU0189,38,2022-10-07,2022-10-09
INB00077,SUP006,HUB-BOM,SKU0434,40,2022-10-07,2022-10-09
INB00078,SUP012,HUB-DEL,SKU0062,63,2022-10-05,2022-10-09
INB00078,SUP012,HUB-DEL,SKU0230,67,2022-10-06,2022-10-09
INB00078,SUP012,HUB-DEL,SKU0422,78,2022-10-09,2022-10-09
INB00079,SUP007,HUB-BLR,SKU0120,139,2022-10-06,2022-10-09
INB00079,SUP007,HUB-BLR,SKU0185,106,2022-10-08,2022-10-09
INB00079,SUP007,HUB-BLR,SKU0203,108,2022-10-09,2022-10-09
INB00079,SUP007,HUB-BLR,SKU0294,122,2022-10-04,2022-10-09
INB00077,SUP006,HUB-BOM,SKU0151,38,2022-10-05,2022-10-10
INB00077,SUP006,HUB-BOM,SKU0307,40,2022-10-10,2022-10-10
INB00077,SUP006,HUB-BOM,SKU0337,39,2022-10-08,2022-10-10
INB00078,SUP012,HUB-DEL,SKU0008,81,2022-10-10,2022-10-10
INB00078,SUP012,HUB-DEL,SKU0017,68,2022-10-08,2022-10-10
INB00078,SUP012,HUB-DEL,SKU0075,57,2022-10-07,2022-10-10
INB00078,SUP012,HUB-DEL,SKU0098,67,2022-10-07,2022-10-10
INB00078,SUP012,HUB-DEL,SKU0196,70,2022-10-10,2022-10-10
INB00078,SUP012,HUB-DEL,SKU0256,68,2022-10-10,2022-10-10
INB00078,SUP012,HUB-DEL,SKU0267,78,2022-10-07,2022-10-10
INB00078,SUP012,HUB-DEL,SKU0328,77,2022-10-09,2022-10-10
INB00078,SUP012,HUB-DEL,SKU0414,87,2022-10-08,2022-10-10
INB00078,SUP012,HUB-DEL,SKU0463,92,2022-10-07,2022-10-10
INB00079,SUP007,HUB-BLR,SKU0087,113,2022-10-07,2022-10-10
INB00079,SUP007,HUB-BLR,SKU0166,93,2022-10-06,2022-10-10
INB00079,SUP007,HUB-BLR,SKU0271,118,2022-10-06,2022-10-10
INB00079,SUP007,HUB-BLR,SKU0500,103,2022-10-10,2022-10-10
INB00077,SUP006,HUB-BOM,SKU0058,41,2022-10-07,2022-10-11
INB00077,SUP006,HUB-BOM,SKU0067,41,2022-10-10,2022-10-11
INB00077,SUP006,HUB-BOM,SKU0083,41,2022-10-07,2022-10-11
INB00077,SUP006,HUB-BOM,SKU0118,44,2022-10-08,2022-10-11
INB00077,SUP006,HUB-BOM,SKU0218,38,2022-10-08,2022-10-11
INB00077,SUP006,HUB-BOM,SKU0274,37,2022-10-11,2022-10-11
INB00077,SUP006,HUB-BOM,SKU0278,37,2022-10-10,2022-10-11
INB00077,SUP006,HUB-BOM,SKU0372,38,2022-10-10,2022-10-11
INB00078,SUP012,HUB-DEL,SKU0002,66,2022-10-06,2022-10-11
INB00078,SUP012,HUB-DEL,SKU0036,58,2022-10-10,2022-10-11
INB00078,SUP012,HUB-DEL,SKU0048,120,2022-10-11,2022-10-11
INB00078,SUP012,HUB-DEL,SKU0060,62,2022-10-08,2022-10-11
INB00078,SUP012,HUB-DEL,SKU0113,65,2022-10-08,2022-10-11
INB00078,SUP012,HUB-DEL,SKU0226,93,2022-10-08,2022-10-11
INB00078,SUP012,HUB-DEL,SKU0240,65,2022-10-10,2022-10-11
INB00078,SUP012,HUB-DEL,SKU0293,83,2022-10-11,2022-10-11
INB00078,SUP012,HUB-DEL,SKU0346,71,2022-10-07,2022-10-11
INB00079,SUP007,HUB-BLR,SKU0005,124,2022-10-07,2022-10-11
INB00079,SUP007,HUB-BLR,SKU0112,116,2022-10-06,2022-10-11
INB00079,SUP007,HUB-BLR,SKU0137,94,2022-10-10,2022-10-11
INB00079,SUP007,HUB-BLR,SKU0283,133,2022-10-08,2022-10-11
INB00079,SUP007,HUB-BLR,SKU0363,109,2022-10-06,2022-10-11
INB00077,SUP006,HUB-BOM,SKU0107,37,2022-10-09,2022-10-12
INB00077,SUP006,HUB-BOM,SKU0262,39,2022-10-08,2022-10-12
INB00077,SUP006,HUB-BOM,SKU0402,37,2022-10-07,2022-10-12
INB00077,SUP006,HUB-BOM,SKU0410,45,2022-10-11,2022-10-12
INB00078,SUP012,HUB-DEL,SKU0100,67,2022-10-10,2022-10-12
INB00078,SUP012,HUB-DEL,SKU0135,112,2022-10-10,2022-10-12
INB00078,SUP012,HUB-DEL,SKU0212,86,2022-10-11,2022-10-12
INB00078,SUP012,HUB-DEL,SKU0281,69,2022-10-12,2022-10-12
INB00078,SUP012,HUB-DEL,SKU0312,74,2022-10-11,2022-10-12
INB00078,SUP012,HUB-DEL,SKU0318,89,2022-10-10,2022-10-12
INB00079,SUP007,HUB-BLR,SKU0069,96,2022-10-08,2022-10-12
INB00079,SUP007,HUB-BLR,SKU0073,99,2022-10-08,2022-10-12
INB00079,SUP007,HUB-BLR,SKU0234,100,2022-10-07,2022-10-12
INB00079,SUP007,HUB-BLR,SKU0251,105,2022-10-12,2022-10-12
INB00079,SUP007,HUB-BLR,SKU0305,132,2022-10-12,2022-10-12
INB00079,SUP007,HUB-BLR,SKU0354,95,2022-10-08,2022-10-12
