Order_Line_ID,Order_ID,Store_ID,SKU,Source_Hub_ID,Order_Date,Required_Delivery_Date,Quantity_Ordered,Is_Express,Quantity_Shipped
OL05880,ORD01922,ST018,SKU0159,HUB-BLR,2022-02-22,2022-03-04,2,False,2
OL05881,ORD01922,ST018,SKU0457,HUB-DEL,2022-02-22,2022-03-04,3,False,3
OL05882,ORD01922,ST018,SKU0371,HUB-BLR,2022-02-22,2022-03-04,2,False,2
OL05883,ORD01922,ST018,SKU0031,HUB-DEL,2022-02-22,2022-03-04,2,False,2
OL05884,ORD01923,ST032,SKU0117,HUB-BOM,2022-02-22,2022-03-02,3,False,3
OL05885,ORD01923,ST032,SKU0040,HUB-DEL,2022-02-22,2022-03-02,3,False,3
OL05886,ORD01923,ST032,SKU0208,HUB-BOM,2022-02-22,2022-03-02,2,False,2
OL05887,ORD01923,ST032,SKU0167,HUB-DEL,2022-02-22,2022-03-02,2,False,2
OL05888,ORD01924,ST033,SKU0132,HUB-DEL,2022-02-22,2022-02-26,4,False,4
OL05889,ORD01924,ST033,SKU0029,HUB-BLR,2022-02-22,2022-02-26,7,False,7
OL05890,ORD01924,ST033,SKU0017,HUB-BLR,2022-02-22,2022-02-26,5,False,5
OL05891,ORD01925,ST046,SKU0171,HUB-BOM,2022-02-22,2022-02-26,6,False,6
OL05892,ORD01925,ST046,SKU0362,HUB-BLR,2022-02-22,2022-02-26,11,False,11
OL05893,ORD01925,ST046,SKU0169,HUB-BLR,2022-02-22,2022-02-26,14,False,14
OL05894,ORD01925,ST046,SKU0016,HUB-BOM,2022-02-22,2022-02-26,7,False,7
OL05895,ORD01926,ST052,SKU0061,HUB-BOM,2022-02-22,2022-03-01,4,False,4
OL05896,ORD01926,ST052,SKU0238,HUB-BLR,2022-02-22,2022-03-01,10,False,10
OL05897,ORD01926,ST052,SKU0270,HUB-BOM,2022-02-22,2022-03-01,3,False,3
OL05898,ORD01927,ST026,SKU0131,HUB-BLR,2022-02-22,2022-02-28,7,False,7
OL05899,ORD01927,ST026,SKU0449,HUB-DEL,2022-02-22,2022-02-28,4,False,4
OL05900,ORD01927,ST026,SKU0282,HUB-BLR,2022-02-22,2022-02-28,9,False,9
OL05901,ORD01928,ST040,SKU0500,HUB-BOM,2022-02-22,2022-03-04,1,False,1
OL05902,ORD01928,ST040,SKU0112,HUB-BOM,2022-02-22,2022-03-04,1,False,1
OL05903,ORD01928,ST040,SKU0130,HUB-BOM,2022-02-22,2022-03-04,3,False,3
OL05904,ORD01928,ST040,SKU0259,HUB-DEL,2022-02-22,2022-03-04,3,False,3
OL05905,ORD01929,ST044,SKU0163,HUB-BLR,2022-02-22,2022-03-02,6,False,6
OL05906,ORD01929,ST044,SKU0386,HUB-BOM,2022-02-22,2022-03-02,3,False,3
OL05907,ORD01929,ST044,SKU0478,HUB-BLR,2022-02-22,2022-03-02,6,False,6
OL05908,ORD01929,ST044,SKU0241,HUB-BLR,2022-02-22,2022-03-02,3,False,3
OL05909,ORD01930,ST043,SKU0323,HUB-BLR,2022-02-22,2022-03-03,3,False,3
OL05910,ORD01930,ST043,SKU0007,HUB-BLR,2022-02-22,2022-03-03,3,False,3
OL05911,ORD01930,ST043,SKU0417,HUB-BLR,2022-02-22,2022-03-03,4,False,4
OL05912,ORD01930,ST043,SKU0289,HUB-BLR,2022-02-22,2022-03-03,5,False,5
OL05913,ORD01931,ST006,SKU0464,HUB-BOM,2022-02-22,2022-02-28,3,False,3
OL05914,ORD01931,ST006,SKU0085,HUB-BLR,2022-02-22,2022-02-28,9,False,9
OL05915,ORD01931,ST006,SKU0199,HUB-BLR,2022-02-22,2022-02-28,5,False,5
OL05916,ORD01931,ST006,SKU0137,HUB-BLR,2022-02-22,2022-02-28,7,False,7
OL05917,ORD01932,ST016,SKU0367,HUB-BOM,2022-02-22,2022-02-27,2,False,2
OL05918,ORD01932,ST016,SKU0005,HUB-BLR,2022-02-22,2022-02-27,5,False,5
OL05919,ORD01933,ST024,SKU0341,HUB-BOM,2022-02-22,2022-03-04,2,False,2
OL05920,ORD01934,ST019,SKU0399,HUB-BLR,2022-02-22,2022-02-26,5,False,5
OL05921,ORD01934,ST019,SKU0302,HUB-DEL,2022-02-22,2022-02-26,3,False,3
OL05922,ORD01935,ST040,SKU0222,HUB-BOM,2022-02-22,2022-03-04,3,False,3
OL05923,ORD01935,ST040,SKU0121,HUB-BOM,2022-02-22,2022-03-04,4,False,4
OL05924,ORD01935,ST040,SKU0055,HUB-BLR,2022-02-22,2022-03-04,6,False,6
OL05925,ORD01935,ST040,SKU0155,HUB-BOM,2022-02-22,2022-03-04,3,False,3
OL05926,ORD01936,ST038,SKU0081,HUB-BLR,2022-02-22,2022-03-03,2,False,2
OL05927,ORD01936,ST038,SKU0151,HUB-DEL,2022-02-22,2022-03-03,3,False,3
OL05928,ORD01936,ST038,SKU0414,HUB-BOM,2022-02-22,2022-03-03,2,False,2
OL05929,ORD01937,ST014,SKU0316,HUB-BLR,2022-02-22,2022-02-27,3,False,3
OL05930,ORD01937,ST014,SKU0167,HUB-DEL,2022-02-22,2022-02-27,2,False,2
OL05931,ORD01937,ST014,SKU0126,HUB-BLR,2022-02-22,2022-02-27,7,False,7
OL05932,ORD01937,ST014,SKU0473,HUB-BLR,2022-02-22,2022-02-27,4,False,4
OL05933,ORD01937,ST014,SKU0302,HUB-DEL,2022-02-22,2022-02-27,4,False,4
OL05934,ORD01938,ST007,SKU0322,HUB-DEL,2022-02-22,2022-02-27,5,False,5
OL05935,ORD01938,ST007,SKU0177,HUB-BLR,2022-02-22,2022-02-27,7,False,7
OL05936,ORD01938,ST007,SKU0083,HUB-BLR,2022-02-22,2022-02-27,5,False,5
OL05937,ORD01938,ST007,SKU0071,HUB-BOM,2022-02-22,2022-02-27,4,False,4
OL05938,ORD01938,ST007,SKU0044,HUB-BLR,2022-02-22,2022-02-27,6,False,6
OL05939,ORD01939,ST003,SKU0198,HUB-DEL,2022-02-22,2022-03-02,7,False,7
OL05940,ORD01939,ST003,SKU0319,HUB-DEL,2022-02-22,2022-03-02,5,False,5
OL05941,ORD01939,ST003,SKU0402,HUB-BOM,2022-02-22,2022-03-02,2,False,2
OL05942,ORD01940,ST035,SKU0493,HUB-DEL,2022-02-22,2022-03-03,2,False,2
OL05943,ORD01940,ST035,SKU0484,HUB-BOM,2022-02-22,2022-03-03,3,False,3
OL05944,ORD01940,ST035,SKU0200,HUB-BLR,2022-02-22,2022-03-03,3,False,3
OL05945,ORD01940,ST035,SKU0159,HUB-BLR,2022-02-22,2022-03-03,5,False,5
OL05946,ORD01941,ST042,SKU0230,HUB-BLR,2022-02-22,2022-02-28,4,False,4
OL05947,ORD01941,ST042,SKU0109,HUB-DEL,2022-02-22,2022-02-28,2,False,2
OL05948,ORD01941,ST042,SKU0123,HUB-BOM,2022-02-22,2022-02-28,1,False,1
OL05949,ORD01942,ST030,SKU0333,HUB-DEL,2022-02-22,2022-03-01,5,False,5
OL05950,ORD01942,ST030,SKU0184,HUB-DEL,2022-02-22,2022-03-01,4,False,4
OL05951,ORD01942,ST030,SKU0317,HUB-BLR,2022-02-22,2022-03-01,6,False,6
OL05952,ORD01942,ST030,SKU0263,HUB-BLR,2022-02-22,2022-03-01,11,False,11
OL05953,ORD01942,ST030,SKU0266,HUB-BOM,2022-02-22,2022-03-01,7,False,7
OL05954,ORD01943,ST005,SKU0145,HUB-BOM,2022-02-22,2022-03-04,2,False,2
OL05955,ORD01944,ST010,SKU0424,HUB-BLR,2022-02-22,2022-03-03,10,False,10
OL05956,ORD01944,ST010,SKU0358,HUB-DEL,2022-02-22,2022-03-03,7,False,7
OL05957,ORD01945,ST038,SKU0197,HUB-BLR,2022-02-22,2022-03-02,5,False,5
OL05958,ORD01945,ST038,SKU0333,HUB-DEL,2022-02-22,2022-03-02,4,False,4
OL05959,ORD01945,ST038,SKU0379,HUB-BLR,2022-02-22,2022-03-02,5,False,5
OL05960,ORD01945,ST038,SKU0416,HUB-DEL,2022-02-22,2022-03-02,2,False,2
OL05961,ORD01946,ST035,SKU0252,HUB-BLR,2022-02-22,2022-02-28,7,False,7
OL05962,ORD01946,ST035,SKU0165,HUB-BOM,2022-02-22,2022-02-28,2,False,2
OL05963,ORD01946,ST035,SKU0197,HUB-BLR,2022-02-22,2022-02-28,4,False,4
OL05964,ORD01946,ST035,SKU0127,HUB-DEL,2022-02-22,2022-02-28,3,False,3
OL05965,ORD01946,ST035,SKU0427,HUB-BLR,2022-02-22,2022-02-28,6,False,6
OL05966,ORD01947,ST047,SKU0280,HUB-DEL,2022-02-22,2022-02-27,5,False,5
OL05967,ORD01947,ST047,SKU0493,HUB-DEL,2022-02-22,2022-02-27,5,False,5
OL05968,ORD01947,ST047,SKU0238,HUB-BLR,2022-02-22,2022-02-27,11,False,11
OL05969,ORD01947,ST047,SKU0169,HUB-BLR,2022-02-22,2022-02-27,6,False,6
OL05970,ORD01948,ST027,SKU0490,HUB-BOM,2022-02-22,2022-03-03,2,False,2
OL05971,ORD01948,ST027,SKU0164,HUB-BOM,2022-02-22,2022-03-03,4,False,4
OL05972,ORD01948,ST027,SKU0187,HUB-BOM,2022-02-22,2022-03-03,5,False,5
OL05973,ORD01948,ST027,SKU0089,HUB-DEL,2022-02-22,2022-03-03,3,False,3
OL05974,ORD01948,ST027,SKU0318,HUB-BLR,2022-02-22,2022-03-03,7,False,7
OL05975,ORD01949,ST001,SKU0223,HUB-BLR,2022-02-22,2022-02-25,11,True,11
OL05976,ORD01949,ST001,SKU0462,HUB-DEL,2022-02-22,2022-02-25,4,True,4
OL05977,ORD01949,ST001,SKU0263,HUB-BLR,2022-02-22,2022-02-25,11,True,11
OL05978,ORD01949,ST001,SKU0067,HUB-BLR,2022-02-22,2022-02-25,6,True,6
OL05979,ORD01949,ST001,SKU0374,HUB-BOM,2022-02-22,2022-02-25,2,True,2
OL05980,ORD01950,ST008,SKU0062,HUB-DEL,2022-02-22,2022-03-03,3,False,3
OL05981,ORD01950,ST008,SKU0477,HUB-BOM,2022-02-22,2022-03-03,2,False,2
OL05982,ORD01950,ST008,SKU0389,HUB-BOM,2022-02-22,2022-03-03,3,False,3
OL05983,ORD01950,ST008,SKU0047,HUB-DEL,2022-02-22,2022-03-03,7,False,7
OL05984,ORD01951,ST012,SKU0024,HUB-DEL,2022-02-22,2022-02-25,5,True,5
OL05985,ORD01951,ST012,SKU0408,HUB-DEL,2022-02-22,2022-02-25,4,True,4
OL05986,ORD01951,ST012,SKU0341,HUB-BOM,2022-02-22,2022-02-25,5,True,5
OL05987,ORD01952,ST028,SKU0434,HUB-BLR,2022-02-22,2022-02-26,12,False,12
OL05988,ORD01952,ST028,SKU0084,HUB-BOM,2022-02-22,2022-02-26,2,False,2
OL05989,ORD01953,ST011,SKU0417,HUB-BLR,2022-02-22,2022-03-03,6,False,6
OL05990,ORD01953,ST011,SKU0288,HUB-BLR,2022-02-22,2022-03-03,11,False,11
OL05991,ORD01953,ST011,SKU0014,HUB-BOM,2022-02-22,2022-03-03,5,False,5
OL05992,ORD01953,ST011,SKU0146,HUB-BOM,2022-02-22,2022-03-03,2,False,2
OL05993,ORD01953,ST011,SKU0165,HUB-BOM,2022-02-22,2022-03-03,3,False,3
OL05994,ORD01954,ST011,SKU0459,HUB-BOM,2022-02-22,2022-02-28,2,False,2
OL05995,ORD01954,ST011,SKU0150,HUB-BLR,2022-02-22,2022-02-28,10,False,10
OL05996,ORD01954,ST011,SKU0039,HUB-DEL,2022-02-22,2022-02-28,4,False,4
OL05997,ORD01954,ST011,SKU0018,HUB-BOM,2022-02-22,2022-02-28,4,False,4
OL05998,ORD01955,ST012,SKU0439,HUB-BLR,2022-02-22,2022-03-03,6,False,6
OL05999,ORD01955,ST012,SKU0154,HUB-BOM,2022-02-22,2022-03-03,4,False,4
OL06000,ORD01955,ST012,SKU0366,HUB-BOM,2022-02-22,2022-03-03,7,False,7
OL06001,ORD01955,ST012,SKU0079,HUB-BOM,2022-02-22,2022-03-03,5,False,5
OL06002,ORD01955,ST012,SKU0264,HUB-BLR,2022-02-22,2022-03-03,7,False,7
OL06003,ORD01956,ST052,SKU0497,HUB-DEL,2022-02-22,2022-03-03,7,False,7
OL06004,ORD01956,ST052,SKU0468,HUB-BOM,2022-02-22,2022-03-03,3,False,3
OL06005,ORD01956,ST052,SKU0301,HUB-BOM,2022-02-22,2022-03-03,5,False,5
OL06006,ORD01956,ST052,SKU0151,HUB-DEL,2022-02-22,2022-03-03,5,False,5
OL06007,ORD01956,ST052,SKU0114,HUB-BLR,2022-02-22,2022-03-03,9,False,9
OL06008,ORD01957,ST055,SKU0187,HUB-BOM,2022-02-22,2022-02-28,2,False,2
OL06009,ORD01957,ST055,SKU0464,HUB-BOM,2022-02-22,2022-02-28,4,False,4
OL06010,ORD01957,ST055,SKU0290,HUB-DEL,2022-02-22,2022-02-28,2,False,2
OL06011,ORD01957,ST055,SKU0401,HUB-BLR,2022-02-22,2022-02-28,6,False,6
OL06012,ORD01958,ST023,SKU0108,HUB-BOM,2022-02-22,2022-02-26,9,False,9
OL06013,ORD01958,ST023,SKU0440,HUB-BOM,2022-02-22,2022-02-26,5,False,5
OL06014,ORD01958,ST023,SKU0202,HUB-DEL,2022-02-22,2022-02-26,5,False,5
OL06015,ORD01958,ST023,SKU0107,HUB-DEL,2022-02-22,2022-02-26,6,False,6
OL06016,ORD01958,ST023,SKU0372,HUB-BOM,2022-02-22,2022-02-26,8,False,8
OL06017,ORD01959,ST018,SKU0365,HUB-BLR,2022-02-23,2022-03-04,6,False,6
OL06018,ORD01959,ST018,SKU0381,HUB-BOM,2022-02-23,2022-03-04,1,False,1
OL06019,ORD01959,ST018,SKU0113,HUB-BOM,2022-02-23,2022-03-04,2,False,2
OL06020,ORD01959,ST018,SKU0031,HUB-DEL,2022-02-23,2022-03-04,2,False,2
OL06021,ORD01960,ST020,SKU0355,HUB-BLR,2022-02-23,2022-02-27,6,False,6
OL06022,ORD01960,ST020,SKU0115,HUB-BLR,2022-02-23,2022-02-27,6,False,6
OL06023,ORD01960,ST020,SKU0294,HUB-BOM,2022-02-23,2022-02-27,3,False,3
OL06024,ORD01960,ST020,SKU0173,HUB-BLR,2022-02-23,2022-02-27,6,False,6
OL06025,ORD01960,ST020,SKU0498,HUB-DEL,2022-02-23,2022-02-27,5,False,5
OL06026,ORD01961,ST049,SKU0187,HUB-BOM,2022-02-23,2022-03-02,5,False,5
OL06027,ORD01962,ST050,SKU0418,HUB-DEL,2022-02-23,2022-03-03,2,False,2
OL06028,ORD01963,ST007,SKU0499,HUB-BLR,2022-02-23,2022-03-02,7,False,7
OL06029,ORD01963,ST007,SKU0438,HUB-BLR,2022-02-23,2022-03-02,7,False,7
OL06030,ORD01964,ST012,SKU0407,HUB-BLR,2022-02-23,2022-02-26,13,True,13
OL06031,ORD01964,ST012,SKU0459,HUB-BOM,2022-02-23,2022-02-26,7,True,7
OL06032,ORD01964,ST012,SKU0218,HUB-BLR,2022-02-23,2022-02-26,10,True,10
OL06033,ORD01965,ST050,SKU0307,HUB-BLR,2022-02-23,2022-03-01,10,False,10
OL06034,ORD01965,ST050,SKU0232,HUB-DEL,2022-02-23,2022-03-01,6,False,6
OL06035,ORD01965,ST050,SKU0365,HUB-BLR,2022-02-23,2022-03-01,4,False,4
OL06036,ORD01966,ST005,SKU0029,HUB-BLR,2022-02-23,2022-02-28,12,False,12
OL06037,ORD01966,ST005,SKU0179,HUB-BLR,2022-02-23,2022-02-28,10,False,10
OL06038,ORD01967,ST048,SKU0029,HUB-BLR,2022-02-23,2022-03-05,11,False,11
OL06039,ORD01967,ST048,SKU0090,HUB-BOM,2022-02-23,2022-03-05,3,False,3
OL06040,ORD01967,ST048,SKU0140,HUB-BOM,2022-02-23,2022-03-05,3,False,3
OL06041,ORD01967,ST048,SKU0221,HUB-BLR,2022-02-23,2022-03-05,12,False,12
OL06042,ORD01968,ST006,SKU0456,HUB-DEL,2022-02-23,2022-03-01,6,False,6
OL06043,ORD01968,ST006,SKU0181,HUB-DEL,2022-02-23,2022-03-01,7,False,7
OL06044,ORD01968,ST006,SKU0297,HUB-BLR,2022-02-23,2022-03-01,11,False,11
OL06045,ORD01969,ST041,SKU0489,HUB-BLR,2022-02-23,2022-03-03,6,False,6
OL06046,ORD01969,ST041,SKU0479,HUB-BOM,2022-02-23,2022-03-03,3,False,3
OL06047,ORD01969,ST041,SKU0277,HUB-BLR,2022-02-23,2022-03-03,5,False,5
OL06048,ORD01970,ST013,SKU0285,HUB-BLR,2022-02-23,2022-03-05,5,False,5
OL06049,ORD01970,ST013,SKU0311,HUB-DEL,2022-02-23,2022-03-05,2,False,2
OL06050,ORD01970,ST013,SKU0054,HUB-DEL,2022-02-23,2022-03-05,2,False,2
OL06051,ORD01970,ST013,SKU0253,HUB-BOM,2022-02-23,2022-03-05,3,False,3
OL06052,ORD01971,ST039,SKU0130,HUB-BOM,2022-02-23,2022-02-27,2,False,2
OL06053,ORD01971,ST039,SKU0147,HUB-BLR,2022-02-23,2022-02-27,5,False,5
OL06054,ORD01971,ST039,SKU0361,HUB-BLR,2022-02-23,2022-02-27,3,False,3
OL06055,ORD01971,ST039,SKU0345,HUB-BOM,2022-02-23,2022-02-27,4,False,4
OL06056,ORD01972,ST046,SKU0098,HUB-DEL,2022-02-23,2022-02-26,7,True,7
OL06057,ORD01972,ST046,SKU0300,HUB-DEL,2022-02-23,2022-02-26,5,True,5
OL06058,ORD01972,ST046,SKU0054,HUB-DEL,2022-02-23,2022-02-26,4,True,4
OL06059,ORD01973,ST026,SKU0478,HUB-BLR,2022-02-23,2022-03-04,8,False,8
OL06060,ORD01973,ST026,SKU0425,HUB-BOM,2022-02-23,2022-03-04,2,False,2
OL06061,ORD01973,ST026,SKU0102,HUB-BOM,2022-02-23,2022-03-04,5,False,5
OL06062,ORD01973,ST026,SKU0102,HUB-BOM,2022-02-23,2022-03-04,3,False,3
OL06063,ORD01974,ST040,SKU0261,HUB-DEL,2022-02-23,2022-02-26,1,True,1
OL06064,ORD01974,ST040,SKU0485,HUB-DEL,2022-02-23,2022-02-26,3,True,3
OL06065,ORD01974,ST040,SKU0082,HUB-BOM,2022-02-23,2022-02-26,2,True,2
OL06066,ORD01974,ST040,SKU0207,HUB-BOM,2022-02-23,2022-02-26,3,True,3
OL06067,ORD01975,ST048,SKU0252,HUB-BLR,2022-02-23,2022-03-03,11,False,11
OL06068,ORD01975,ST048,SKU0245,HUB-BLR,2022-02-23,2022-03-03,6,False,6
OL06069,ORD01975,ST048,SKU0314,HUB-BLR,2022-02-23,2022-03-03,14,False,14
OL06070,ORD01976,ST032,SKU0019,HUB-BOM,2022-02-23,2022-03-01,5,False,5
OL06071,ORD01976,ST032,SKU0470,HUB-BOM,2022-02-23,2022-03-01,6,False,6
OL06072,ORD01977,ST015,SKU0491,HUB-DEL,2022-02-23,2022-03-04,3,False,3
OL06073,ORD01977,ST015,SKU0111,HUB-DEL,2022-02-23,2022-03-04,3,False,3
OL06074,ORD01977,ST015,SKU0079,HUB-BOM,2022-02-23,2022-03-04,1,False,1
OL06075,ORD01977,ST015,SKU0440,HUB-BOM,2022-02-23,2022-03-04,1,False,1
OL06076,ORD01978,ST028,SKU0140,HUB-BOM,2022-02-23,2022-02-26,6,True,6
OL06077,ORD01978,ST028,SKU0127,HUB-DEL,2022-02-23,2022-02-26,7,True,7
OL06078,ORD01978,ST028,SKU0280,HUB-DEL,2022-02-23,2022-02-26,7,True,7
OL06079,ORD01978,ST028,SKU0036,HUB-DEL,2022-02-23,2022-02-26,8,True,8
OL06080,ORD01979,ST019,SKU0240,HUB-BOM,2022-02-23,2022-02-27,4,False,4
OL06081,ORD01979,ST019,SKU0232,HUB-DEL,2022-02-23,2022-02-27,2,False,2
OL06082,ORD01980,ST030,SKU0127,HUB-DEL,2022-02-23,2022-02-26,7,True,7
OL06083,ORD01980,ST030,SKU0415,HUB-BOM,2022-02-23,2022-02-26,4,True,4
OL06084,ORD01980,ST030,SKU0433,HUB-DEL,2022-02-23,2022-02-26,8,True,8
OL06085,ORD01980,ST030,SKU0234,HUB-DEL,2022-02-23,2022-02-26,3,True,3
OL06086,ORD01981,ST009,SKU0322,HUB-DEL,2022-02-23,2022-03-03,9,False,9
OL06087,ORD01981,ST009,SKU0159,HUB-BLR,2022-02-23,2022-03-03,5,False,5
OL06088,ORD01981,ST009,SKU0037,HUB-DEL,2022-02-23,2022-03-03,6,False,6
OL06089,ORD01981,ST009,SKU0412,HUB-BLR,2022-02-23,2022-03-03,13,False,13
OL06090,ORD01981,ST009,SKU0218,HUB-BLR,2022-02-23,2022-03-03,5,False,5
OL06091,ORD01982,ST018,SKU0342,HUB-BLR,2022-02-23,2022-03-01,3,False,3
OL06092,ORD01982,ST018,SKU0397,HUB-DEL,2022-02-23,2022-03-01,2,False,2
OL06093,ORD01982,ST018,SKU0279,HUB-BLR,2022-02-23,2022-03-01,2,False,2
OL06094,ORD01983,ST032,SKU0249,HUB-BOM,2022-02-23,2022-03-01,4,False,4
OL06095,ORD01983,ST032,SKU0237,HUB-DEL,2022-02-23,2022-03-01,5,False,5
OL06096,ORD01984,ST007,SKU0440,HUB-BOM,2022-02-23,2022-02-26,3,True,3
OL06097,ORD01984,ST007,SKU0458,HUB-DEL,2022-02-23,2022-02-26,7,True,7
OL06098,ORD01984,ST007,SKU0280,HUB-DEL,2022-02-23,2022-02-26,3,True,3
OL06099,ORD01984,ST007,SKU0457,HUB-DEL,2022-02-23,2022-02-26,6,True,6
OL06100,ORD01984,ST007,SKU0200,HUB-BLR,2022-02-23,2022-02-26,6,True,6
OL06101,ORD01985,ST041,SKU0382,HUB-BLR,2022-02-23,2022-03-01,7,False,7
OL06102,ORD01986,ST021,SKU0212,HUB-BOM,2022-02-23,2022-02-27,3,False,3
OL06103,ORD01986,ST021,SKU0382,HUB-BLR,2022-02-23,2022-02-27,5,False,5
OL06104,ORD01986,ST021,SKU0296,HUB-BOM,2022-02-23,2022-02-27,2,False,2
OL06105,ORD01986,ST021,SKU0385,HUB-BOM,2022-02-23,2022-02-27,2,False,2
OL06106,ORD01987,ST033,SKU0470,HUB-BOM,2022-02-23,2022-03-01,4,False,4
OL06107,ORD01987,ST033,SKU0185,HUB-BOM,2022-02-23,2022-03-01,2,False,2
OL06108,ORD01987,ST033,SKU0259,HUB-DEL,2022-02-23,2022-03-01,3,False,3
OL06109,ORD01987,ST033,SKU0330,HUB-BLR,2022-02-23,2022-03-01,9,False,9
OL06110,ORD01987,ST033,SKU0390,HUB-BOM,2022-02-23,2022-03-01,6,False,6
OL06111,ORD01988,ST037,SKU0063,HUB-BLR,2022-02-23,2022-03-02,5,False,5
OL06112,ORD01988,ST037,SKU0016,HUB-BOM,2022-02-23,2022-03-02,3,False,3
OL06113,ORD01988,ST037,SKU0301,HUB-BOM,2022-02-23,2022-03-02,2,False,2
OL06114,ORD01988,ST037,SKU0430,HUB-BOM,2022-02-23,2022-03-02,2,False,2
OL06115,ORD01989,ST001,SKU0078,HUB-BOM,2022-02-23,2022-03-04,5,False,5
OL06116,ORD01989,ST001,SKU0372,HUB-BOM,2022-02-23,2022-03-04,5,False,5
OL06117,ORD01989,ST001,SKU0302,HUB-DEL,2022-02-23,2022-03-04,7,False,7
OL06118,ORD01989,ST001,SKU0153,HUB-BOM,2022-02-23,2022-03-04,6,False,6
OL06119,ORD01989,ST001,SKU0499,HUB-BLR,2022-02-23,2022-03-04,7,False,7
OL06120,ORD01990,ST028,SKU0273,HUB-BOM,2022-02-23,2022-02-28,6,False,6
OL06121,ORD01990,ST028,SKU0095,HUB-BLR,2022-02-23,2022-02-28,15,False,15
OL06122,ORD01990,ST028,SKU0304,HUB-BOM,2022-02-23,2022-02-28,7,False,7
OL06123,ORD01990,ST028,SKU0424,HUB-BLR,2022-02-23,2022-02-28,10,False,10
OL06124,ORD01990,ST028,SKU0449,HUB-DEL,2022-02-23,2022-02-28,9,False,9
OL06125,ORD01991,ST008,SKU0474,HUB-BLR,2022-02-23,2022-03-03,7,False,7
OL06126,ORD01991,ST008,SKU0256,HUB-BOM,2022-02-23,2022-03-03,6,False,6
OL06127,ORD01991,ST008,SKU0459,HUB-BOM,2022-02-23,2022-03-03,6,False,6
OL06128,ORD01991,ST008,SKU0139,HUB-BLR,2022-02-23,2022-03-03,6,False,6
OL06129,ORD01991,ST008,SKU0358,HUB-DEL,2022-02-23,2022-03-03,4,False,4
OL06130,ORD01992,ST013,SKU0226,HUB-BLR,2022-02-23,2022-03-04,3,False,3
OL06131,ORD01992,ST013,SKU0163,HUB-BLR,2022-02-23,2022-03-04,6,False,6
OL06132,ORD01993,ST026,SKU0170,HUB-BOM,2022-02-24,2022-03-01,6,False,6
OL06133,ORD01994,ST058,SKU0015,HUB-BLR,2022-02-24,2022-02-27,2,True,2
OL06134,ORD01995,ST010,SKU0191,HUB-BLR,2022-02-24,2022-03-05,14,False,14
OL06135,ORD01995,ST010,SKU0284,HUB-BLR,2022-02-24,2022-03-05,12,False,12
OL06136,ORD01995,ST010,SKU0006,HUB-DEL,2022-02-24,2022-03-05,6,False,6
OL06137,ORD01996,ST041,SKU0271,HUB-DEL,2022-02-24,2022-02-28,2,False,2
OL06138,ORD01997,ST026,SKU0353,HUB-BLR,2022-02-24,2022-02-28,8,False,8
OL06139,ORD01997,ST026,SKU0181,HUB-DEL,2022-02-24,2022-02-28,6,False,6
OL06140,ORD01997,ST026,SKU0096,HUB-DEL,2022-02-24,2022-02-28,3,False,3
OL06141,ORD01997,ST026,SKU0441,HUB-DEL,2022-02-24,2022-02-28,4,False,4
OL06142,ORD01997,ST026,SKU0459,HUB-BOM,2022-02-24,2022-02-28,3,False,3
OL06143,ORD01998,ST018,SKU0067,HUB-BLR,2022-02-24,2022-03-02,2,False,2
OL06144,ORD01998,ST018,SKU0454,HUB-BLR,2022-02-24,2022-03-02,4,False,4
OL06145,ORD01999,ST048,SKU0234,HUB-DEL,2022-02-24,2022-03-04,3,False,3
OL06146,ORD01999,ST048,SKU0037,HUB-DEL,2022-02-24,2022-03-04,5,False,5
OL06147,ORD01999,ST048,SKU0273,HUB-BOM,2022-02-24,2022-03-04,2,False,2
OL06148,ORD02000,ST055,SKU0247,HUB-DEL,2022-02-24,2022-03-03,2,False,2
OL06149,ORD02000,ST055,SKU0365,HUB-BLR,2022-02-24,2022-03-03,4,False,4
OL06150,ORD02000,ST055,SKU0271,HUB-DEL,2022-02-24,2022-03-03,2,False,2
OL06151,ORD02000,ST055,SKU0207,HUB-BOM,2022-02-24,2022-03-03,3,False,3
OL06152,ORD02000,ST055,SKU0366,HUB-BOM,2022-02-24,2022-03-03,3,False,3
OL06153,ORD02001,ST036,SKU0186,HUB-BLR,2022-02-24,2022-03-04,5,False,5
OL06154,ORD02001,ST036,SKU0010,HUB-BLR,2022-02-24,2022-03-04,2,False,2
OL06155,ORD02001,ST036,SKU0213,HUB-BOM,2022-02-24,2022-03-04,1,False,1
OL06156,ORD02001,ST036,SKU0010,HUB-BLR,2022-02-24,2022-03-04,3,False,3
OL06157,ORD02001,ST036,SKU0216,HUB-BLR,2022-02-24,2022-03-04,5,False,5
OL06158,ORD02002,ST026,SKU0138,HUB-DEL,2022-02-24,2022-03-04,2,False,2
OL06159,ORD02003,ST041,SKU0339,HUB-BLR,2022-02-24,2022-03-02,5,False,5
OL06160,ORD02003,ST041,SKU0311,HUB-DEL,2022-02-24,2022-03-02,3,False,3
OL06161,ORD02004,ST042,SKU0080,HUB-DEL,2022-02-24,2022-03-05,2,False,2
OL06162,ORD02004,ST042,SKU0199,HUB-BLR,2022-02-24,2022-03-05,2,False,2
OL06163,ORD02005,ST016,SKU0374,HUB-BOM,2022-02-24,2022-03-03,3,False,3
