Snapshot_Date,Hub_ID,SKU,Quantity_On_Hand
2022-09-27,HUB-BLR,SKU0377,203
2022-09-27,HUB-BOM,SKU0378,67
2022-09-27,HUB-DEL,SKU0379,73
2022-09-27,HUB-BOM,SKU0380,70
2022-09-27,HUB-DEL,SKU0381,73
2022-09-27,HUB-DEL,SKU0382,107
2022-09-27,HUB-BLR,SKU0383,228
2022-09-27,HUB-DEL,SKU0384,71
2022-09-27,HUB-BLR,SKU0385,138
2022-09-27,HUB-DEL,SKU0386,104
2022-09-27,HUB-BOM,SKU0387,48
2022-09-27,HUB-BLR,SKU0388,195
2022-09-27,HUB-BOM,SKU0389,81
2022-09-27,HUB-DEL,SKU0390,112
2022-09-27,HUB-BOM,SKU0391,37
2022-09-27,HUB-BOM,SKU0392,64
2022-09-27,HUB-DEL,SKU0393,92
2022-09-27,HUB-BLR,SKU0394,153
2022-09-27,HUB-BOM,SKU0395,102
2022-09-27,HUB-BOM,SKU0396,122
2022-09-27,HUB-BLR,SKU0397,143
2022-09-27,HUB-DEL,SKU0398,96
2022-09-27,HUB-DEL,SKU0399,122
2022-09-27,HUB-BOM,SKU0400,51
2022-09-27,HUB-BLR,SKU0401,197
2022-09-27,HUB-BOM,SKU0402,44
2022-09-27,HUB-DEL,SKU0403,108
2022-09-27,HUB-BLR,SKU0404,199
2022-09-27,HUB-BLR,SKU0405,124
2022-09-27,HUB-BOM,SKU0406,73
2022-09-27,HUB-BLR,SKU0407,133
2022-09-27,HUB-BOM,SKU0408,158
2022-09-27,HUB-BLR,SKU0409,93
2022-09-27,HUB-BOM,SKU0410,163
2022-09-27,HUB-BOM,SKU0411,55
2022-09-27,HUB-DEL,SKU0412,109
2022-09-27,HUB-BLR,SKU0413,144
2022-09-27,HUB-DEL,SKU0414,81
2022-09-27,HUB-BOM,SKU0415,52
2022-09-27,HUB-DEL,SKU0416,83
2022-09-27,HUB-DEL,SKU0417,128
2022-09-27,HUB-BLR,SKU0418,56
2022-09-27,HUB-BLR,SKU0419,152
2022-09-27,HUB-BOM,SKU0420,45
2022-09-27,HUB-BOM,SKU0421,70
2022-09-27,HUB-DEL,SKU0422,89
2022-09-27,HUB-BLR,SKU0423,163
2022-09-27,HUB-DEL,SKU0424,131
2022-09-27,HUB-BOM,SKU0425,128
2022-09-27,HUB-DEL,SKU0426,119
2022-09-27,HUB-DEL,SKU0427,111
2022-09-27,HUB-BOM,SKU0428,65
2022-09-27,HUB-BLR,SKU0429,122
2022-09-27,HUB-BLR,SKU0430,191
2022-09-27,HUB-BOM,SKU0431,133
2022-09-27,HUB-BOM,SKU0432,75
2022-09-27,HUB-BLR,SKU0433,126
2022-09-27,HUB-BOM,SKU0434,42
2022-09-27,HUB-BLR,SKU0435,127
2022-09-27,HUB-BOM,SKU0436,118
2022-09-27,HUB-BOM,SKU0437,116
2022-09-27,HUB-BOM,SKU0438,78
2022-09-27,HUB-DEL,SKU0439,93
2022-09-27,HUB-BLR,SKU0440,200
2022-09-27,HUB-BLR,SKU0441,99
2022-09-27,HUB-DEL,SKU0442,125
2022-09-27,HUB-BOM,SKU0443,79
2022-09-27,HUB-BLR,SKU0444,149
2022-09-27,HUB-BLR,SKU0445,171
2022-09-27,HUB-BOM,SKU0446,96
2022-09-27,HUB-DEL,SKU0447,111
2022-09-27,HUB-BOM,SKU0448,79
2022-09-27,HUB-DEL,SKU0449,77
2022-09-27,HUB-BLR,SKU0450,155
2022-09-27,HUB-BOM,SKU0451,52
2022-09-27,HUB-BOM,SKU0452,71
2022-09-27,HUB-DEL,SKU0453,87
2022-09-27,HUB-BLR,SKU0454,216
2022-09-27,HUB-DEL,SKU0455,109
2022-09-27,HUB-BOM,SKU0456,83
2022-09-27,HUB-BOM,SKU0457,50
2022-09-27,HUB-BLR,SKU0458,177
2022-09-27,HUB-DEL,SKU0459,124
2022-09-27,HUB-BLR,SKU0460,147
2022-09-27,HUB-BOM,SKU0461,72
2022-09-27,HUB-DEL,SKU0462,111
2022-09-27,HUB-DEL,SKU0463,80
2022-09-27,HUB-DEL,SKU0464,93
2022-09-27,HUB-BOM,SKU0465,83
2022-09-27,HUB-BLR,SKU0466,182
2022-09-27,HUB-DEL,SKU0467,133
2022-09-27,HUB-DEL,SKU0468,125
2022-09-27,HUB-BOM,SKU0469,163
2022-09-27,HUB-BOM,SKU0470,50
2022-09-27,HUB-BOM,SKU0471,52
2022-09-27,HUB-BLR,SKU0472,78
2022-09-27,HUB-BOM,SKU0473,69
2022-09-27,HUB-BOM,SKU0474,73
2022-09-27,HUB-BLR,SKU0475,109
2022-09-27,HUB-BOM,SKU0476,83
2022-09-27,HUB-BOM,SKU0477,62
2022-09-27,HUB-DEL,SKU0478,126
2022-09-27,HUB-BLR,SKU0479,187
2022-09-27,HUB-BLR,SKU0480,189
2022-09-27,HUB-BOM,SKU0481,66
2022-09-27,HUB-BOM,SKU0482,71
2022-09-27,HUB-BOM,SKU0483,43
2022-09-27,HUB-BLR,SKU0484,124
2022-09-27,HUB-BOM,SKU0485,94
2022-09-27,HUB-BLR,SKU0486,81
2022-09-27,HUB-DEL,SKU0487,99
2022-09-27,HUB-BLR,SKU0488,205
2022-09-27,HUB-BLR,SKU0489,153
2022-09-27,HUB-BOM,SKU0490,74
2022-09-27,HUB-DEL,SKU0491,110
2022-09-27,HUB-BLR,SKU0492,185
2022-09-27,HUB-BLR,SKU0493,187
2022-09-27,HUB-BLR,SKU0494,216
2022-09-27,HUB-BLR,SKU0495,228
2022-09-27,HUB-BOM,SKU0496,48
2022-09-27,HUB-DEL,SKU0497,123
2022-09-27,HUB-DEL,SKU0498,115
2022-09-27,HUB-DEL,SKU0499,108
2022-09-27,HUB-BLR,SKU0500,133
2022-09-28,HUB-BOM,SKU0001,134
2022-09-28,HUB-DEL,SKU0002,134
2022-09-28,HUB-DEL,SKU0003,80
2022-09-28,HUB-BLR,SKU0004,166
2022-09-28,HUB-BLR,SKU0005,216
2022-09-28,HUB-DEL,SKU0006,88
2022-09-28,HUB-DEL,SKU0007,116
2022-09-28,HUB-DEL,SKU0008,102
2022-09-28,HUB-BOM,SKU0009,67
2022-09-28,HUB-BOM,SKU0010,84
2022-09-28,HUB-DEL,SKU0011,119
2022-09-28,HUB-BLR,SKU0012,162
2022-09-28,HUB-BLR,SKU0013,96
2022-09-28,HUB-BOM,SKU0014,161
2022-09-28,HUB-DEL,SKU0015,106
2022-09-28,HUB-BLR,SKU0016,191
2022-09-28,HUB-DEL,SKU0017,125
2022-09-28,HUB-BLR,SKU0018,160
2022-09-28,HUB-BOM,SKU0019,49
2022-09-28,HUB-BOM,SKU0020,164
2022-09-28,HUB-BLR,SKU0021,160
2022-09-28,HUB-BOM,SKU0022,90
2022-09-28,HUB-BLR,SKU0023,154
2022-09-28,HUB-BOM,SKU0024,144
2022-09-28,HUB-BOM,SKU0025,60
2022-09-28,HUB-BLR,SKU0026,133
2022-09-28,HUB-DEL,SKU0027,129
2022-09-28,HUB-BOM,SKU0028,84
2022-09-28,HUB-DEL,SKU0029,101
2022-09-28,HUB-DEL,SKU0030,70
2022-09-28,HUB-DEL,SKU0031,100
2022-09-28,HUB-BOM,SKU0032,51
2022-09-28,HUB-BLR,SKU0033,126
2022-09-28,HUB-DEL,SKU0034,83
2022-09-28,HUB-BLR,SKU0035,142
2022-09-28,HUB-DEL,SKU0036,98
2022-09-28,HUB-DEL,SKU0037,120
2022-09-28,HUB-BLR,SKU0038,203
2022-09-28,HUB-DEL,SKU0039,102
2022-09-28,HUB-BOM,SKU0040,145
2022-09-28,HUB-BLR,SKU0041,117
2022-09-28,HUB-DEL,SKU0042,85
2022-09-28,HUB-DEL,SKU0043,104
2022-09-28,HUB-BLR,SKU0044,155
2022-09-28,HUB-DEL,SKU0045,76
2022-09-28,HUB-DEL,SKU0046,77
2022-09-28,HUB-DEL,SKU0047,75
2022-09-28,HUB-DEL,SKU0048,101
2022-09-28,HUB-BOM,SKU0049,74
2022-09-28,HUB-BLR,SKU0050,228
2022-09-28,HUB-BLR,SKU0051,101
2022-09-28,HUB-DEL,SKU0052,133
2022-09-28,HUB-DEL,SKU0053,110
2022-09-28,HUB-BOM,SKU0054,76
2022-09-28,HUB-DEL,SKU0055,100
2022-09-28,HUB-BOM,SKU0056,50
2022-09-28,HUB-DEL,SKU0057,87
2022-09-28,HUB-BOM,SKU0058,77
2022-09-28,HUB-DEL,SKU0059,80
2022-09-28,HUB-DEL,SKU0060,103
2022-09-28,HUB-BLR,SKU0061,118
2022-09-28,HUB-DEL,SKU0062,93
2022-09-28,HUB-BLR,SKU0063,171
2022-09-28,HUB-BOM,SKU0064,138
2022-09-28,HUB-BLR,SKU0065,137
2022-09-28,HUB-BOM,SKU0066,85
2022-09-28,HUB-BOM,SKU0067,63
2022-09-28,HUB-DEL,SKU0068,122
2022-09-28,HUB-BLR,SKU0069,134
2022-09-28,HUB-BOM,SKU0070,167
2022-09-28,HUB-BLR,SKU0071,186
2022-09-28,HUB-BLR,SKU0072,182
2022-09-28,HUB-BLR,SKU0073,196
2022-09-28,HUB-BLR,SKU0074,123
2022-09-28,HUB-DEL,SKU0075,129
2022-09-28,HUB-BOM,SKU0076,86
2022-09-28,HUB-BOM,SKU0077,81
2022-09-28,HUB-DEL,SKU0078,81
2022-09-28,HUB-BLR,SKU0079,164
2022-09-28,HUB-DEL,SKU0080,78
2022-09-28,HUB-BLR,SKU0081,121
2022-09-28,HUB-BLR,SKU0082,162
2022-09-28,HUB-BOM,SKU0083,51
2022-09-28,HUB-BOM,SKU0084,74
2022-09-28,HUB-BOM,SKU0085,52
2022-09-28,HUB-DEL,SKU0086,132
2022-09-28,HUB-BLR,SKU0087,154
2022-09-28,HUB-BOM,SKU0088,43
2022-09-28,HUB-BLR,SKU0089,228
2022-09-28,HUB-BOM,SKU0090,85
2022-09-28,HUB-BLR,SKU0091,166
2022-09-28,HUB-DEL,SKU0092,113
2022-09-28,HUB-BLR,SKU0093,171
2022-09-28,HUB-BLR,SKU0094,190
2022-09-28,HUB-DEL,SKU0095,115
2022-09-28,HUB-BOM,SKU0096,236
2022-09-28,HUB-BOM,SKU0097,59
2022-09-28,HUB-DEL,SKU0098,124
2022-09-28,HUB-BLR,SKU0099,228
2022-09-28,HUB-DEL,SKU0100,128
2022-09-28,HUB-BLR,SKU0101,165
2022-09-28,HUB-DEL,SKU0102,77
2022-09-28,HUB-DEL,SKU0103,87
2022-09-28,HUB-DEL,SKU0104,120
2022-09-28,HUB-BLR,SKU0105,211
2022-09-28,HUB-BOM,SKU0106,34
2022-09-28,HUB-BOM,SKU0107,77
2022-09-28,HUB-BOM,SKU0108,110
2022-09-28,HUB-BLR,SKU0109,167
2022-09-28,HUB-BLR,SKU0110,228
2022-09-28,HUB-DEL,SKU0111,82
2022-09-28,HUB-BLR,SKU0112,164
2022-09-28,HUB-DEL,SKU0113,78
2022-09-28,HUB-BOM,SKU0114,56
2022-09-28,HUB-DEL,SKU0115,109
2022-09-28,HUB-BOM,SKU0116,105
2022-09-28,HUB-DEL,SKU0117,115
2022-09-28,HUB-BOM,SKU0118,76
2022-09-28,HUB-BOM,SKU0119,133
2022-09-28,HUB-BLR,SKU0120,224
2022-09-28,HUB-BLR,SKU0121,86
2022-09-28,HUB-BLR,SKU0122,198
2022-09-28,HUB-BOM,SKU0123,77
2022-09-28,HUB-BOM,SKU0124,58
2022-09-28,HUB-DEL,SKU0125,86
2022-09-28,HUB-BOM,SKU0126,144
2022-09-28,HUB-BOM,SKU0127,195
2022-09-28,HUB-DEL,SKU0128,133
2022-09-28,HUB-BOM,SKU0129,111
2022-09-28,HUB-BLR,SKU0130,228
2022-09-28,HUB-BLR,SKU0131,217
2022-09-28,HUB-BLR,SKU0132,213
2022-09-28,HUB-DEL,SKU0133,106
2022-09-28,HUB-DEL,SKU0134,87
2022-09-28,HUB-DEL,SKU0135,101
2022-09-28,HUB-BOM,SKU0136,86
2022-09-28,HUB-BLR,SKU0137,203
2022-09-28,HUB-DEL,SKU0138,114
2022-09-28,HUB-BOM,SKU0139,84
2022-09-28,HUB-BLR,SKU0140,144
2022-09-28,HUB-DEL,SKU0141,76
2022-09-28,HUB-DEL,SKU0142,107
2022-09-28,HUB-BLR,SKU0143,156
2022-09-28,HUB-DEL,SKU0144,109
2022-09-28,HUB-BLR,SKU0145,198
2022-09-28,HUB-BOM,SKU0146,63
2022-09-28,HUB-BOM,SKU0147,59
2022-09-28,HUB-BLR,SKU0148,106
2022-09-28,HUB-DEL,SKU0149,89
2022-09-28,HUB-BOM,SKU0150,60
2022-09-28,HUB-BOM,SKU0151,54
2022-09-28,HUB-BOM,SKU0152,118
2022-09-28,HUB-BLR,SKU0153,138
2022-09-28,HUB-BOM,SKU0154,38
2022-09-28,HUB-BOM,SKU0155,87
2022-09-28,HUB-BLR,SKU0156,177
2022-09-28,HUB-DEL,SKU0157,98
2022-09-28,HUB-BLR,SKU0158,196
2022-09-28,HUB-BOM,SKU0159,44
2022-09-28,HUB-BOM,SKU0160,79
2022-09-28,HUB-BOM,SKU0161,43
2022-09-28,HUB-BLR,SKU0162,141
2022-09-28,HUB-DEL,SKU0163,84
2022-09-28,HUB-BOM,SKU0164,64
2022-09-28,HUB-BLR,SKU0165,187
2022-09-28,HUB-BLR,SKU0166,158
2022-09-28,HUB-BLR,SKU0167,205
2022-09-28,HUB-BOM,SKU0168,70
2022-09-28,HUB-BLR,SKU0169,173
2022-09-28,HUB-BOM,SKU0170,80
2022-09-28,HUB-BOM,SKU0171,72
2022-09-28,HUB-BLR,SKU0172,135
2022-09-28,HUB-DEL,SKU0173,74
2022-09-28,HUB-BOM,SKU0174,59
2022-09-28,HUB-BLR,SKU0175,110
2022-09-28,HUB-BOM,SKU0176,61
2022-09-28,HUB-BOM,SKU0177,57
2022-09-28,HUB-BOM,SKU0178,61
2022-09-28,HUB-BLR,SKU0179,197
2022-09-28,HUB-BOM,SKU0180,45
2022-09-28,HUB-BOM,SKU0181,56
2022-09-28,HUB-BLR,SKU0182,136
2022-09-28,HUB-BLR,SKU0183,201
2022-09-28,HUB-DEL,SKU0184,97
2022-09-28,HUB-BLR,SKU0185,228
2022-09-28,HUB-BOM,SKU0186,76
2022-09-28,HUB-DEL,SKU0187,134
2022-09-28,HUB-DEL,SKU0188,101
2022-09-28,HUB-BOM,SKU0189,57
2022-09-28,HUB-DEL,SKU0190,83
2022-09-28,HUB-BOM,SKU0191,109
2022-09-28,HUB-BLR,SKU0192,179
2022-09-28,HUB-BOM,SKU0193,51
2022-09-28,HUB-DEL,SKU0194,71
2022-09-28,HUB-BOM,SKU0195,59
2022-09-28,HUB-DEL,SKU0196,83
2022-09-28,HUB-BLR,SKU0197,140
2022-09-28,HUB-BLR,SKU0198,128
2022-09-28,HUB-BOM,SKU0199,99
2022-09-28,HUB-BOM,SKU0200,54
2022-09-28,HUB-BLR,SKU0201,147
2022-09-28,HUB-DEL,SKU0202,93
2022-09-28,HUB-BLR,SKU0203,129
2022-09-28,HUB-DEL,SKU0204,89
2022-09-28,HUB-BLR,SKU0205,202
2022-09-28,HUB-BLR,SKU0206,132
2022-09-28,HUB-DEL,SKU0207,104
2022-09-28,HUB-DEL,SKU0208,126
2022-09-28,HUB-BOM,SKU0209,56
2022-09-28,HUB-BOM,SKU0210,58
2022-09-28,HUB-BLR,SKU0211,134
2022-09-28,HUB-DEL,SKU0212,123
2022-09-28,HUB-BOM,SKU0213,81
2022-09-28,HUB-BOM,SKU0214,163
2022-09-28,HUB-DEL,SKU0215,120
2022-09-28,HUB-BOM,SKU0216,82
2022-09-28,HUB-BLR,SKU0217,187
2022-09-28,HUB-BOM,SKU0218,59
2022-09-28,HUB-BOM,SKU0219,151
2022-09-28,HUB-BOM,SKU0220,89
2022-09-28,HUB-DEL,SKU0221,103
2022-09-28,HUB-BLR,SKU0222,228
2022-09-28,HUB-BOM,SKU0223,68
2022-09-28,HUB-BLR,SKU0224,228
2022-09-28,HUB-DEL,SKU0225,138
2022-09-28,HUB-DEL,SKU0226,124
2022-09-28,HUB-BLR,SKU0227,168
2022-09-28,HUB-BOM,SKU0228,58
2022-09-28,HUB-BLR,SKU0229,185
2022-09-28,HUB-DEL,SKU0230,101
2022-09-28,HUB-DEL,SKU0231,101
2022-09-28,HUB-BLR,SKU0232,76
2022-09-28,HUB-DEL,SKU0233,104
2022-09-28,HUB-BLR,SKU0234,99
2022-09-28,HUB-DEL,SKU0235,135
2022-09-28,HUB-BLR,SKU0236,168
2022-09-28,HUB-BLR,SKU0237,201
2022-09-28,HUB-DEL,SKU0238,152
2022-09-28,HUB-BLR,SKU0239,138
2022-09-28,HUB-DEL,SKU0240,97
2022-09-28,HUB-BOM,SKU0241,141
2022-09-28,HUB-BLR,SKU0242,129
2022-09-28,HUB-DEL,SKU0243,132
2022-09-28,HUB-BLR,SKU0244,220
2022-09-28,HUB-DEL,SKU0245,70
2022-09-28,HUB-BOM,SKU0246,132
2022-09-28,HUB-BLR,SKU0247,141
2022-09-28,HUB-BLR,SKU0248,129
2022-09-28,HUB-DEL,SKU0249,99
2022-09-28,HUB-BOM,SKU0250,60
2022-09-28,HUB-BLR,SKU0251,193
2022-09-28,HUB-BOM,SKU0252,48
2022-09-28,HUB-DEL,SKU0253,99
2022-09-28,HUB-BOM,SKU0254,96
2022-09-28,HUB-BOM,SKU0255,53
2022-09-28,HUB-DEL,SKU0256,136
2022-09-28,HUB-BOM,SKU0257,64
2022-09-28,HUB-BLR,SKU0258,189
2022-09-28,HUB-BOM,SKU0259,47
2022-09-28,HUB-BOM,SKU0260,74
2022-09-28,HUB-DEL,SKU0261,107
2022-09-28,HUB-BOM,SKU0262,198
2022-09-28,HUB-BOM,SKU0263,64
2022-09-28,HUB-DEL,SKU0264,78
2022-09-28,HUB-DEL,SKU0265,107
2022-09-28,HUB-BOM,SKU0266,57
2022-09-28,HUB-DEL,SKU0267,108
2022-09-28,HUB-DEL,SKU0268,132
2022-09-28,HUB-BLR,SKU0269,53
2022-09-28,HUB-BLR,SKU0270,179
2022-09-28,HUB-BLR,SKU0271,133
2022-09-28,HUB-BOM,SKU0272,96
2022-09-28,HUB-BOM,SKU0273,55
2022-09-28,HUB-BOM,SKU0274,189
2022-09-28,HUB-BOM,SKU0275,76
2022-09-28,HUB-BOM,SKU0276,67
2022-09-28,HUB-DEL,SKU0277,94
2022-09-28,HUB-BOM,SKU0278,80
2022-09-28,HUB-BOM,SKU0279,54
2022-09-28,HUB-BOM,SKU0280,72
2022-09-28,HUB-DEL,SKU0281,74
2022-09-28,HUB-DEL,SKU0282,134
2022-09-28,HUB-BLR,SKU0283,192
2022-09-28,HUB-DEL,SKU0284,112
2022-09-28,HUB-BLR,SKU0285,179
2022-09-28,HUB-DEL,SKU0286,86
2022-09-28,HUB-BOM,SKU0287,90
2022-09-28,HUB-BLR,SKU0288,198
2022-09-28,HUB-DEL,SKU0289,127
2022-09-28,HUB-BLR,SKU0290,165
2022-09-28,HUB-BLR,SKU0291,202
2022-09-28,HUB-BOM,SKU0292,79
2022-09-28,HUB-DEL,SKU0293,78
2022-09-28,HUB-BLR,SKU0294,217
2022-09-28,HUB-BLR,SKU0295,169
2022-09-28,HUB-DEL,SKU0296,87
2022-09-28,HUB-DEL,SKU0297,73
2022-09-28,HUB-DEL,SKU0298,103
2022-09-28,HUB-BLR,SKU0299,139
2022-09-28,HUB-BOM,SKU0300,78
2022-09-28,HUB-DEL,SKU0301,68
2022-09-28,HUB-BOM,SKU0302,49
2022-09-28,HUB-BLR,SKU0303,142
2022-09-28,HUB-BLR,SKU0304,223
2022-09-28,HUB-BLR,SKU0305,228
2022-09-28,HUB-DEL,SKU0306,79
2022-09-28,HUB-BOM,SKU0307,164
2022-09-28,HUB-DEL,SKU0308,108
2022-09-28,HUB-BLR,SKU0309,185
2022-09-28,HUB-BOM,SKU0310,160
2022-09-28,HUB-BOM,SKU0311,77
2022-09-28,HUB-DEL,SKU0312,82
2022-09-28,HUB-BLR,SKU0313,220
2022-09-28,HUB-DEL,SKU0314,117
2022-09-28,HUB-BOM,SKU0315,98
2022-09-28,HUB-DEL,SKU0316,87
2022-09-28,HUB-DEL,SKU0317,115
2022-09-28,HUB-DEL,SKU0318,108
2022-09-28,HUB-BOM,SKU0319,54
2022-09-28,HUB-BLR,SKU0320,150
2022-09-28,HUB-DEL,SKU0321,116
2022-09-28,HUB-BLR,SKU0322,122
2022-09-28,HUB-BLR,SKU0323,180
2022-09-28,HUB-BLR,SKU0324,173
2022-09-28,HUB-DEL,SKU0325,107
2022-09-28,HUB-BLR,SKU0326,174
2022-09-28,HUB-BLR,SKU0327,156
2022-09-28,HUB-DEL,SKU0328,115
2022-09-28,HUB-BLR,SKU0329,139
2022-09-28,HUB-BOM,SKU0330,80
2022-09-28,HUB-BOM,SKU0331,55
2022-09-28,HUB-BLR,SKU0332,177
2022-09-28,HUB-BLR,SKU0333,166
2022-09-28,HUB-DEL,SKU0334,96
2022-09-28,HUB-BLR,SKU0335,167
2022-09-28,HUB-BLR,SKU0336,158
2022-09-28,HUB-BOM,SKU0337,53
2022-09-28,HUB-BOM,SKU0338,72
2022-09-28,HUB-DEL,SKU0339,113
2022-09-28,HUB-BOM,SKU0340,86
2022-09-28,HUB-DEL,SKU0341,74
2022-09-28,HUB-DEL,SKU0342,101
2022-09-28,HUB-BOM,SKU0343,77
2022-09-28,HUB-BLR,SKU0344,209
2022-09-28,HUB-BLR,SKU0345,160
2022-09-28,HUB-DEL,SKU0346,92
2022-09-28,HUB-BOM,SKU0347,80
2022-09-28,HUB-BLR,SKU0348,190
2022-09-28,HUB-BOM,SKU0349,68
2022-09-28,HUB-BOM,SKU0350,51
2022-09-28,HUB-BOM,SKU0351,141
2022-09-28,HUB-BLR,SKU0352,167
2022-09-28,HUB-BOM,SKU0353,76
2022-09-28,HUB-BLR,SKU0354,130
2022-09-28,HUB-BOM,SKU0355,146
2022-09-28,HUB-DEL,SKU0356,105
2022-09-28,HUB-BLR,SKU0357,108
2022-09-28,HUB-BOM,SKU0358,43
2022-09-28,HUB-BLR,SKU0359,129
2022-09-28,HUB-BLR,SKU0360,119
2022-09-28,HUB-BLR,SKU0361,94
2022-09-28,HUB-BLR,SKU0362,85
2022-09-28,HUB-BLR,SKU0363,137
2022-09-28,HUB-DEL,SKU0364,156
2022-09-28,HUB-BOM,SKU0365,120
2022-09-28,HUB-BLR,SKU0366,154
2022-09-28,HUB-BLR,SKU0367,175
2022-09-28,HUB-BLR,SKU0368,134
2022-09-28,HUB-BLR,SKU0369,174
2022-09-28,HUB-BOM,SKU0370,137
2022-09-28,HUB-BLR,SKU0371,163
2022-09-28,HUB-BOM,SKU0372,49
2022-09-28,HUB-BOM,SKU0373,86
2022-09-28,HUB-BOM,SKU0374,67
2022-09-28,HUB-BOM,SKU0375,190
2022-09-28,HUB-DEL,SKU0376,77
2022-09-28,HUB-BLR,SKU0377,203
2022-09-28,HUB-BOM,SKU0378,67
2022-09-28,HUB-DEL,SKU0379,136
2022-09-28,HUB-BOM,SKU0380,70
2022-09-28,HUB-DEL,SKU0381,73
2022-09-28,HUB-DEL,SKU0382,105
2022-09-28,HUB-BLR,SKU0383,228
2022-09-28,HUB-DEL,SKU0384,67
2022-09-28,HUB-BLR,SKU0385,138
2022-09-28,HUB-DEL,SKU0386,104
2022-09-28,HUB-BOM,SKU0387,48
2022-09-28,HUB-BLR,SKU0388,195
2022-09-28,HUB-BOM,SKU0389,77
2022-09-28,HUB-DEL,SKU0390,112
2022-09-28,HUB-BOM,SKU0391,35
2022-09-28,HUB-BOM,SKU0392,64
2022-09-28,HUB-DEL,SKU0393,92
2022-09-28,HUB-BLR,SKU0394,153
2022-09-28,HUB-BOM,SKU0395,102
2022-09-28,HUB-BOM,SKU0396,122
2022-09-28,HUB-BLR,SKU0397,143
2022-09-28,HUB-DEL,SKU0398,96
2022-09-28,HUB-DEL,SKU0399,122
2022-09-28,HUB-BOM,SKU0400,51
2022-09-28,HUB-BLR,SKU0401,197
2022-09-28,HUB-BOM,SKU0402,44
2022-09-28,HUB-DEL,SKU0403,101
2022-09-28,HUB-BLR,SKU0404,199
2022-09-28,HUB-BLR,SKU0405,124
2022-09-28,HUB-BOM,SKU0406,72
2022-09-28,HUB-BLR,SKU0407,126
2022-09-28,HUB-BOM,SKU0408,158
2022-09-28,HUB-BLR,SKU0409,212
2022-09-28,HUB-BOM,SKU0410,163
2022-09-28,HUB-BOM,SKU0411,54
2022-09-28,HUB-DEL,SKU0412,107
2022-09-28,HUB-BLR,SKU0413,144
2022-09-28,HUB-DEL,SKU0414,77
2022-09-28,HUB-BOM,SKU0415,52
2022-09-28,HUB-DEL,SKU0416,81
2022-09-28,HUB-DEL,SKU0417,121
2022-09-28,HUB-BLR,SKU0418,56
2022-09-28,HUB-BLR,SKU0419,152
2022-09-28,HUB-BOM,SKU0420,45
2022-09-28,HUB-BOM,SKU0421,70
2022-09-28,HUB-DEL,SKU0422,89
2022-09-28,HUB-BLR,SKU0423,163
2022-09-28,HUB-DEL,SKU0424,131
2022-09-28,HUB-BOM,SKU0425,128
2022-09-28,HUB-DEL,SKU0426,119
2022-09-28,HUB-DEL,SKU0427,111
2022-09-28,HUB-BOM,SKU0428,65
2022-09-28,HUB-BLR,SKU0429,221
2022-09-28,HUB-BLR,SKU0430,191
2022-09-28,HUB-BOM,SKU0431,133
2022-09-28,HUB-BOM,SKU0432,75
2022-09-28,HUB-BLR,SKU0433,126
2022-09-28,HUB-BOM,SKU0434,88
2022-09-28,HUB-BLR,SKU0435,127
2022-09-28,HUB-BOM,SKU0436,118
2022-09-28,HUB-BOM,SKU0437,116
2022-09-28,HUB-BOM,SKU0438,78
2022-09-28,HUB-DEL,SKU0439,91
2022-09-28,HUB-BLR,SKU0440,200
2022-09-28,HUB-BLR,SKU0441,212
2022-09-28,HUB-DEL,SKU0442,122
2022-09-28,HUB-BOM,SKU0443,79
2022-09-28,HUB-BLR,SKU0444,149
2022-09-28,HUB-BLR,SKU0445,171
2022-09-28,HUB-BOM,SKU0446,96
2022-09-28,HUB-DEL,SKU0447,111
2022-09-28,HUB-BOM,SKU0448,79
2022-09-28,HUB-DEL,SKU0449,77
2022-09-28,HUB-BLR,SKU0450,155
2022-09-28,HUB-BOM,SKU0451,52
2022-09-28,HUB-BOM,SKU0452,71
2022-09-28,HUB-DEL,SKU0453,87
2022-09-28,HUB-BLR,SKU0454,216
2022-09-28,HUB-DEL,SKU0455,109
2022-09-28,HUB-BOM,SKU0456,75
2022-09-28,HUB-BOM,SKU0457,50
2022-09-28,HUB-BLR,SKU0458,165
2022-09-28,HUB-DEL,SKU0459,124
2022-09-28,HUB-BLR,SKU0460,141
2022-09-28,HUB-BOM,SKU0461,72
2022-09-28,HUB-DEL,SKU0462,107
2022-09-28,HUB-DEL,SKU0463,80
2022-09-28,HUB-DEL,SKU0464,81
2022-09-28,HUB-BOM,SKU0465,83
2022-09-28,HUB-BLR,SKU0466,182
2022-09-28,HUB-DEL,SKU0467,133
2022-09-28,HUB-DEL,SKU0468,125
2022-09-28,HUB-BOM,SKU0469,163
2022-09-28,HUB-BOM,SKU0470,50
2022-09-28,HUB-BOM,SKU0471,46
2022-09-28,HUB-BLR,SKU0472,78
2022-09-28,HUB-BOM,SKU0473,69
2022-09-28,HUB-BOM,SKU0474,73
2022-09-28,HUB-BLR,SKU0475,109
2022-09-28,HUB-BOM,SKU0476,78
2022-09-28,HUB-BOM,SKU0477,62
2022-09-28,HUB-DEL,SKU0478,126
2022-09-28,HUB-BLR,SKU0479,187
2022-09-28,HUB-BLR,SKU0480,189
2022-09-28,HUB-BOM,SKU0481,66
2022-09-28,HUB-BOM,SKU0482,71
2022-09-28,HUB-BOM,SKU0483,43
