Shipment_Leg_ID,Leg_Type,Transport_Mode,Origin,Destination,Dispatch_Timestamp,Arrival_Timestamp,Transportation_Cost
SL001143,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-05 18:00:00,2024-10-09 04:46:40.000000,30916.25
SL001144,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-05 18:00:00,2024-10-08 18:06:40.000000,22159.4
SL001145,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-06 18:00:00,2024-10-10 17:46:40.000000,31260.5
SL001146,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-06 18:00:00,2024-10-08 07:06:40.000000,21910.25
SL001147,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-06 18:00:00,2024-10-09 01:06:40.000000,23248.0
SL001148,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-07 18:00:00,2024-10-09 20:13:20.000000,17007.5
SL001149,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-07 18:00:00,2024-10-11 06:46:40.000000,30845.5
SL001150,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-07 18:00:00,2024-10-10 10:13:20.000000,17325.0
SL001151,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-07 18:00:00,2024-10-11 04:46:40.000000,31095.0
SL001152,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-08 18:00:00,2024-10-10 06:13:20.000000,17280.2
SL001153,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-08 18:00:00,2024-10-11 22:46:40.000000,30965.6
SL001154,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-08 18:00:00,2024-10-11 06:46:40.000000,31228.0
SL001155,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-08 18:00:00,2024-10-11 16:06:40.000000,22302.5
SL001156,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-09 18:00:00,2024-10-11 16:13:20.000000,17283.5
SL001157,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-09 18:00:00,2024-10-13 16:46:40.000000,31533.05
SL001158,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-09 18:00:00,2024-10-11 01:13:20.000000,17028.0
SL001159,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-09 18:00:00,2024-10-12 12:06:40.000000,22157.5
SL001160,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-10 18:00:00,2024-10-13 00:46:40.000000,30888.25
SL001161,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-10 18:00:00,2024-10-12 11:13:20.000000,17089.75
SL001162,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-10 18:00:00,2024-10-13 13:46:40.000000,30915.5
SL001163,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-10 18:00:00,2024-10-14 00:06:40.000000,22194.75
SL001164,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-11 18:00:00,2024-10-14 13:13:20.000000,17381.25
SL001165,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-11 18:00:00,2024-10-15 08:46:40.000000,31148.75
SL001166,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-11 18:00:00,2024-10-13 06:13:20.000000,17292.0
SL001167,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-11 18:00:00,2024-10-13 12:06:40.000000,21908.75
SL001168,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-11 18:00:00,2024-10-14 01:06:40.000000,22067.0
SL001169,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-12 18:00:00,2024-10-15 02:13:20.000000,17448.2
SL001170,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-12 18:00:00,2024-10-16 10:46:40.000000,30826.25
SL001171,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-12 18:00:00,2024-10-14 16:06:40.000000,21895.25
SL001172,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-12 18:00:00,2024-10-15 14:46:40.000000,31124.0
SL001173,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-12 18:00:00,2024-10-14 19:06:40.000000,22189.0
SL001174,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-13 18:00:00,2024-10-16 02:13:20.000000,17558.3
SL001175,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-13 18:00:00,2024-10-17 16:46:40.000000,31106.0
SL001176,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-13 18:00:00,2024-10-15 16:06:40.000000,21958.75
SL001177,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-13 18:00:00,2024-10-16 02:46:40.000000,31050.8
SL001178,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-13 18:00:00,2024-10-16 19:06:40.000000,22748.5
SL001179,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-14 18:00:00,2024-10-16 15:13:20.000000,17189.75
SL001180,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-14 18:00:00,2024-10-17 19:46:40.000000,30842.5
SL001181,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-14 18:00:00,2024-10-16 02:13:20.000000,17099.75
SL001182,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-14 18:00:00,2024-10-17 08:06:40.000000,21984.5
SL001183,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-14 18:00:00,2024-10-18 06:46:40.000000,31358.0
SL001184,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-15 18:00:00,2024-10-17 23:13:20.000000,17060.25
SL001185,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-15 18:00:00,2024-10-19 03:46:40.000000,30842.0
SL001186,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-15 18:00:00,2024-10-16 22:13:20.000000,17149.75
SL001187,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-15 18:00:00,2024-10-18 08:06:40.000000,21961.25
SL001188,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-15 18:00:00,2024-10-17 19:06:40.000000,22267.0
SL001189,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-16 18:00:00,2024-10-19 00:13:20.000000,17035.0
SL001190,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-16 18:00:00,2024-10-20 15:46:40.000000,31094.5
SL001191,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-16 18:00:00,2024-10-18 21:06:40.000000,21908.0
SL001192,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-16 18:00:00,2024-10-20 17:46:40.000000,30973.25
SL001193,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-17 18:00:00,2024-10-19 06:13:20.000000,17157.25
SL001194,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-17 18:00:00,2024-10-20 16:06:40.000000,21860.5
SL001195,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-17 18:00:00,2024-10-21 02:46:40.000000,31502.0
SL001196,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-18 18:00:00,2024-10-20 10:13:20.000000,17142.35
SL001197,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-18 18:00:00,2024-10-20 23:46:40.000000,31517.0
SL001198,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-18 18:00:00,2024-10-20 05:13:20.000000,17135.0
SL001199,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-18 18:00:00,2024-10-20 11:06:40.000000,21962.75
SL001200,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-18 18:00:00,2024-10-21 07:46:40.000000,31742.0
SL001201,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-19 18:00:00,2024-10-21 07:13:20.000000,17061.75
SL001202,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-19 18:00:00,2024-10-22 00:46:40.000000,31682.45
SL001203,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-19 18:00:00,2024-10-21 01:13:20.000000,17048.0
SL001204,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-19 18:00:00,2024-10-22 16:06:40.000000,21866.0
SL001205,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-19 18:00:00,2024-10-22 17:46:40.000000,31640.5
SL001206,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-19 18:00:00,2024-10-22 15:06:40.000000,22835.75
SL001207,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-20 18:00:00,2024-10-23 16:46:40.000000,31486.85
SL001208,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-20 18:00:00,2024-10-22 15:06:40.000000,22323.25
SL001209,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-21 18:00:00,2024-10-23 22:13:20.000000,17076.5
SL001210,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-21 18:00:00,2024-10-24 15:46:40.000000,30898.0
SL001211,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-21 18:00:00,2024-10-24 17:06:40.000000,22199.5
SL001212,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-21 18:00:00,2024-10-24 12:46:40.000000,30946.25
SL001213,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-22 18:00:00,2024-10-24 11:13:20.000000,18054.8
SL001214,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-22 18:00:00,2024-10-25 12:46:40.000000,31326.5
SL001215,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-22 18:00:00,2024-10-25 10:06:40.000000,22032.5
SL001216,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-22 18:00:00,2024-10-25 11:06:40.000000,22146.75
SL001217,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-23 18:00:00,2024-10-26 10:13:20.000000,17765.0
SL001218,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-23 18:00:00,2024-10-26 23:46:40.000000,30891.0
SL001219,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-23 18:00:00,2024-10-25 08:06:40.000000,21981.25
SL001220,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-23 18:00:00,2024-10-27 07:46:40.000000,30836.0
SL001221,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-24 18:00:00,2024-10-26 08:13:20.000000,17148.25
SL001222,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-24 18:00:00,2024-10-28 09:46:40.000000,31387.25
SL001223,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-24 18:00:00,2024-10-27 12:13:20.000000,17044.5
SL001224,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-24 18:00:00,2024-10-27 08:06:40.000000,21861.5
SL001225,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-24 18:00:00,2024-10-28 06:46:40.000000,30844.0
SL001226,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-25 18:00:00,2024-10-28 14:13:20.000000,17104.0
SL001227,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-25 18:00:00,2024-10-27 03:13:20.000000,17142.5
SL001228,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-25 18:00:00,2024-10-27 20:06:40.000000,21965.25
SL001229,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-25 18:00:00,2024-10-28 23:46:40.000000,31826.0
SL001230,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-25 18:00:00,2024-10-27 07:06:40.000000,22845.0
SL001231,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-26 18:00:00,2024-10-28 19:13:20.000000,17365.4
SL001232,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-26 18:00:00,2024-10-30 15:46:40.000000,30843.75
SL001233,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-26 18:00:00,2024-10-28 23:06:40.000000,22217.0
SL001234,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-26 18:00:00,2024-10-30 13:46:40.000000,30931.25
SL001235,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-27 18:00:00,2024-10-29 16:13:20.000000,17248.7
SL001236,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-27 18:00:00,2024-10-31 02:46:40.000000,31125.25
SL001237,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-27 18:00:00,2024-10-30 12:13:20.000000,17067.5
SL001238,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-27 18:00:00,2024-10-29 15:06:40.000000,21864.5
SL001239,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-27 18:00:00,2024-10-29 08:06:40.000000,22388.0
SL001240,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-28 18:00:00,2024-11-01 10:46:40.000000,30926.0
SL001241,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-28 18:00:00,2024-10-30 21:13:20.000000,17116.0
SL001242,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-28 18:00:00,2024-10-31 09:06:40.000000,22495.75
SL001243,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-29 18:00:00,2024-11-01 16:46:40.000000,31043.9
SL001244,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-29 18:00:00,2024-11-01 19:06:40.000000,21903.0
SL001245,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-10-29 18:00:00,2024-11-01 02:46:40.000000,31514.25
SL001246,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-10-29 18:00:00,2024-10-31 14:06:40.000000,21932.0
SL001247,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-30 18:00:00,2024-11-01 10:13:20.000000,17072.0
SL001248,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-10-30 18:00:00,2024-11-01 07:13:20.000000,17145.0
SL001249,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-10-30 18:00:00,2024-11-01 23:06:40.000000,21871.0
SL001250,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-10-31 18:00:00,2024-11-03 13:13:20.000000,17047.25
SL001251,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-10-31 18:00:00,2024-11-03 22:46:40.000000,30897.5
SL001252,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-01 18:00:00,2024-11-04 04:46:40.000000,31067.75
SL001253,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-11-01 18:00:00,2024-11-04 10:13:20.000000,17097.5
SL001254,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-01 18:00:00,2024-11-04 12:46:40.000000,30843.75
SL001255,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-01 18:00:00,2024-11-04 06:06:40.000000,21915.5
SL001256,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-02 18:00:00,2024-11-04 01:13:20.000000,17264.0
SL001257,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-02 18:00:00,2024-11-06 16:46:40.000000,30857.0
SL001258,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-11-02 18:00:00,2024-11-03 22:13:20.000000,17031.5
SL001259,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-02 18:00:00,2024-11-04 11:06:40.000000,21927.5
SL001260,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-02 18:00:00,2024-11-05 05:46:40.000000,31178.0
SL001261,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-02 18:00:00,2024-11-05 04:06:40.000000,21900.5
SL001262,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-03 18:00:00,2024-11-05 16:13:20.000000,17084.0
SL001263,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-03 18:00:00,2024-11-07 00:46:40.000000,30942.5
SL001264,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-03 18:00:00,2024-11-05 14:06:40.000000,21866.25
SL001265,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-03 18:00:00,2024-11-07 05:46:40.000000,31171.25
SL001266,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-03 18:00:00,2024-11-06 05:06:40.000000,22042.5
SL001267,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-04 18:00:00,2024-11-07 07:13:20.000000,17213.75
SL001268,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-04 18:00:00,2024-11-08 16:46:40.000000,30885.5
SL001269,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-04 18:00:00,2024-11-06 10:06:40.000000,22048.0
SL001270,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-04 18:00:00,2024-11-07 17:06:40.000000,22527.0
SL001271,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-05 18:00:00,2024-11-07 01:13:20.000000,17159.5
SL001272,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-11-05 18:00:00,2024-11-07 11:13:20.000000,17196.5
SL001273,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-05 18:00:00,2024-11-08 16:06:40.000000,21892.25
SL001274,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-05 18:00:00,2024-11-08 15:06:40.000000,22175.75
SL001275,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-06 18:00:00,2024-11-10 11:46:40.000000,30907.4
SL001276,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-11-06 18:00:00,2024-11-09 14:13:20.000000,17166.75
SL001277,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-06 18:00:00,2024-11-08 09:06:40.000000,21820.7
SL001278,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-06 18:00:00,2024-11-09 17:46:40.000000,31002.5
SL001279,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-07 18:00:00,2024-11-09 14:13:20.000000,17083.5
SL001280,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-07 18:00:00,2024-11-11 15:46:40.000000,30984.0
SL001281,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-11-07 18:00:00,2024-11-09 02:13:20.000000,17089.25
SL001282,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-07 18:00:00,2024-11-09 10:06:40.000000,22074.5
SL001283,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-07 18:00:00,2024-11-10 01:06:40.000000,22338.5
SL001284,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-08 18:00:00,2024-11-10 01:13:20.000000,17040.0
SL001285,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-08 18:00:00,2024-11-11 16:46:40.000000,30898.75
SL001286,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-11-08 18:00:00,2024-11-10 13:13:20.000000,17172.5
SL001287,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-08 18:00:00,2024-11-10 11:06:40.000000,21876.25
SL001288,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-08 18:00:00,2024-11-11 05:06:40.000000,22284.25
SL001289,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-09 18:00:00,2024-11-11 23:13:20.000000,17109.25
SL001290,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-09 18:00:00,2024-11-12 07:06:40.000000,21866.75
SL001291,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-09 18:00:00,2024-11-13 07:46:40.000000,31054.25
SL001292,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-09 18:00:00,2024-11-12 04:06:40.000000,23061.75
SL001293,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-10 18:00:00,2024-11-12 02:13:20.000000,17420.0
SL001294,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-10 18:00:00,2024-11-13 12:46:40.000000,31373.5
SL001295,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-10 18:00:00,2024-11-13 04:06:40.000000,21952.25
SL001296,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-10 18:00:00,2024-11-13 11:46:40.000000,31196.0
SL001297,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-11 18:00:00,2024-11-14 07:13:20.000000,17046.75
SL001298,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-11 18:00:00,2024-11-15 15:46:40.000000,31076.6
SL001299,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-11 18:00:00,2024-11-15 00:06:40.000000,21887.5
SL001300,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-11 18:00:00,2024-11-14 05:46:40.000000,30946.25
SL001301,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-12 18:00:00,2024-11-14 15:13:20.000000,17010.0
SL001302,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-12 18:00:00,2024-11-16 07:46:40.000000,31027.5
SL001303,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-12 18:00:00,2024-11-16 00:06:40.000000,21919.25
SL001304,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-12 18:00:00,2024-11-15 12:46:40.000000,31310.0
SL001305,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-13 18:00:00,2024-11-17 05:46:40.000000,31149.75
SL001306,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-13 18:00:00,2024-11-16 02:06:40.000000,21827.5
SL001307,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-13 18:00:00,2024-11-17 04:46:40.000000,30881.0
SL001308,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-13 18:00:00,2024-11-16 03:06:40.000000,22232.25
SL001309,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-14 18:00:00,2024-11-16 20:13:20.000000,17069.75
SL001310,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-11-14 18:00:00,2024-11-17 06:13:20.000000,17118.0
SL001311,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-14 18:00:00,2024-11-16 10:06:40.000000,22256.0
SL001312,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-15 18:00:00,2024-11-17 10:13:20.000000,17009.0
SL001313,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-15 18:00:00,2024-11-18 01:46:40.000000,31099.5
SL001314,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-11-15 18:00:00,2024-11-18 13:13:20.000000,17316.0
SL001315,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-15 18:00:00,2024-11-18 23:06:40.000000,22004.75
SL001316,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-15 18:00:00,2024-11-17 23:46:40.000000,31031.0
SL001317,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-15 18:00:00,2024-11-17 13:06:40.000000,22298.0
SL001318,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-16 18:00:00,2024-11-18 23:13:20.000000,17082.0
SL001319,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-16 18:00:00,2024-11-19 16:06:40.000000,21971.5
SL001320,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-16 18:00:00,2024-11-19 19:46:40.000000,30950.75
SL001321,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-16 18:00:00,2024-11-19 07:06:40.000000,22711.0
SL001322,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-17 18:00:00,2024-11-20 17:46:40.000000,31052.75
SL001323,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-11-17 18:00:00,2024-11-20 02:13:20.000000,17260.25
SL001324,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-17 18:00:00,2024-11-19 14:06:40.000000,21915.5
SL001325,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-17 18:00:00,2024-11-20 14:06:40.000000,22263.5
SL001326,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-18 18:00:00,2024-11-21 02:13:20.000000,17050.0
SL001327,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-18 18:00:00,2024-11-22 10:46:40.000000,30908.5
SL001328,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-11-18 18:00:00,2024-11-20 14:13:20.000000,17043.5
SL001329,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-18 18:00:00,2024-11-20 09:06:40.000000,21893.5
SL001330,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-18 18:00:00,2024-11-21 04:46:40.000000,30927.75
SL001331,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-18 18:00:00,2024-11-21 21:06:40.000000,22319.75
SL001332,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-19 18:00:00,2024-11-21 00:13:20.000000,17254.25
SL001333,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-19 18:00:00,2024-11-22 08:46:40.000000,31034.75
SL001334,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-19 18:00:00,2024-11-22 12:06:40.000000,21973.5
SL001335,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-19 18:00:00,2024-11-23 01:06:40.000000,22045.25
SL001336,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-20 18:00:00,2024-11-22 04:13:20.000000,17032.5
SL001337,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-20 18:00:00,2024-11-23 08:06:40.000000,21854.75
SL001338,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-21 18:00:00,2024-11-24 12:13:20.000000,17420.0
SL001339,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-21 18:00:00,2024-11-25 08:46:40.000000,31002.5
SL001340,Inter-Hub,FTL,HUB-BOM,HUB-BLR,2024-11-21 18:00:00,2024-11-24 09:13:20.000000,17199.5
SL001341,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-21 18:00:00,2024-11-25 00:06:40.000000,22179.0
SL001342,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-21 18:00:00,2024-11-24 12:46:40.000000,31022.5
SL001343,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-21 18:00:00,2024-11-24 13:06:40.000000,22168.5
SL001344,Inter-Hub,FTL,HUB-BLR,HUB-BOM,2024-11-22 18:00:00,2024-11-24 04:13:20.000000,17052.0
SL001345,Inter-Hub,FTL,HUB-BLR,HUB-DEL,2024-11-22 18:00:00,2024-11-26 02:46:40.000000,31581.95
SL001346,Inter-Hub,FTL,HUB-BOM,HUB-DEL,2024-11-22 18:00:00,2024-11-24 12:06:40.000000,22033.75
SL001347,Inter-Hub,FTL,HUB-DEL,HUB-BLR,2024-11-22 18:00:00,2024-11-25 05:46:40.000000,30938.25
SL001348,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-22 18:00:00,2024-11-25 06:06:40.000000,22297.5
SL001349,Inter-Hub,FTL,HUB-DEL,HUB-BOM,2024-11-23 18:00:00,2024-11-26 16:06:40.000000,23163.75
